,Initial Rule Trees
25574,"G[?,?](Hgb <= ? -> (HR >= ? & O2Sat >= ?))"
25575,"G[?,?]((|HR <= ?MAP >= ?) | (O2Sat >= ? -> SBP >= ?))"
25576,"G[?,?](EtCO2 <= ? -> Potassium <= ?)"
25577,"G[?,?](PTT <= ? -> Platelets >= ?)"
25578,"G[?,?](Magnesium >= ? | (HR <= ? -> HR <= ?))"
25579,"G[?,?]((|pH <= ?HR <= ?) | FiO2 >= ?)"
25580,"G[?,?]((->HR <= ?HR >= ?) | EtCO2 <= ?)"
25581,"(Alkalinephos >= ?) U[?,?] (Creatinine >= ?)"
25582,"G[?,?](Glucose >= ? | HR <= ?)"
25583,"G[?,?]((|SBP >= ?O2Sat >= ?) | (AST >= ? -> SBP >= ?))"
25584,"G[?,?]((|Temp <= ?HR <= ?) | (O2Sat <= ? -> O2Sat >= ?))"
25585,"G[?,?]((->HR <= ?SBP <= ?) | (HR >= ? -> SBP >= ?))"
25586,"G[?,?]((->Hgb >= ?Temp <= ?) | Bilirubin_total >= ?)"
25587,"G[?,?](HCO3 <= ? -> Resp >= ?)"
25588,"G[?,?](Platelets <= ? -> pH >= ?)"
25589,"G[?,?](Resp <= ? -> Bilirubin_direct >= ?)"
25590,"G[?,?](Calcium <= ? | (O2Sat <= ? -> SBP <= ?))"
25591,"G[?,?](Calcium <= ? -> Hct >= ?)"
25592,"G[?,?](Potassium <= ? | (SBP >= ? -> MAP <= ?))"
25593,"G[?,?](Glucose >= ? -> Bilirubin_total >= ?)"
25594,"G[?,?]((->Lactate <= ?SBP >= ?) | (SBP <= ? -> MAP <= ?))"
25595,"G[?,?](Hgb >= ? | (HR >= ? | Temp >= ?))"
25596,"G[?,?](BaseExcess >= ? | (SBP <= ? | O2Sat >= ?))"
25597,"G[?,?]((|HR <= ?MAP >= ?) | Potassium >= ?)"
25598,"G[?,?]((->Temp >= ?SBP >= ?) | (HR >= ? | TroponinI >= ?))"
25599,"G[?,?]((->O2Sat <= ?SBP <= ?) | (SBP <= ? -> O2Sat >= ?))"
25600,"G[?,?](Fibrinogen >= ? -> Resp <= ?)"
25601,"G[?,?](EtCO2 >= ? -> DBP <= ?)"
25602,"G[?,?](DBP <= ? | Magnesium <= ?)"
25603,"G[?,?]((|Temp >= ?O2Sat >= ?) | (HR <= ? -> O2Sat <= ?))"
25604,"G[?,?](Creatinine >= ? -> Fibrinogen >= ?)"
25605,"G[?,?]((|Temp >= ?O2Sat >= ?) | Bilirubin_total <= ?)"
25606,"G[?,?]((&O2Sat <= ?HR <= ?) | (Temp >= ? -> SBP >= ?))"
25607,"G[?,?]((|SBP <= ?O2Sat >= ?) | (HR >= ? -> Temp >= ?))"
25608,"G[?,?]((->HR <= ?O2Sat <= ?) | (Temp >= ? -> MAP <= ?))"
25609,"G[?,?]((&O2Sat >= ?O2Sat <= ?) | Fibrinogen <= ?)"
25610,"G[?,?]((|HR <= ?SBP <= ?) | (MAP <= ? | HR >= ?))"
25611,"G[?,?]((|Temp <= ?HR >= ?) | BaseExcess <= ?)"
25612,"G[?,?]((->O2Sat <= ?SBP <= ?) | (SBP <= ? -> Temp >= ?))"
25613,"F[?,?](MAP <= ? & BaseExcess >= ?)"
25614,"F[?,?](Phosphate >= ? & Chloride >= ?)"
25615,"G[?,?]((|pH <= ?WBC <= ?) | Bilirubin_direct >= ?)"
25616,"G[?,?]((|Temp >= ?Temp <= ?) | (Temp >= ? -> Temp <= ?))"
25617,"G[?,?]((->Temp >= ?SBP <= ?) | (HR >= ? | SBP <= ?))"
25618,"G[?,?](Potassium <= ? | HCO3 <= ?)"
25619,"G[?,?](Calcium <= ? | (Temp <= ? & Temp >= ?))"
25620,"G[?,?]((->SBP <= ?SBP >= ?) | (Temp <= ? & Temp >= ?))"
25621,"G[?,?]((|pH <= ?SBP >= ?) | SBP <= ?)"
25622,"(Potassium >= ?) U[?,?] (Glucose >= ?)"
25623,"G[?,?]((&Lactate <= ?HR <= ?) | Glucose <= ?)"
25624,"G[?,?](TroponinI <= ? | DBP <= ?)"
25625,"G[?,?]((|SBP <= ?O2Sat >= ?) | (Lactate <= ? & Temp <= ?))"
25626,"G[?,?]((->Temp <= ?O2Sat <= ?) | (SBP <= ? | TroponinI >= ?))"
25627,"G[?,?](PTT >= ? -> AST >= ?)"
25628,"G[?,?]((|O2Sat >= ?Temp >= ?) | (O2Sat >= ? | HR >= ?))"
25629,"G[?,?]((|SBP >= ?Temp <= ?) | Glucose <= ?)"
25630,"G[?,?]((|SBP >= ?Temp <= ?) | (Platelets <= ? -> O2Sat >= ?))"
25631,"G[?,?]((&Lactate <= ?O2Sat <= ?) | Platelets <= ?)"
25632,"G[?,?]((->O2Sat >= ?SBP <= ?) | Resp >= ?)"
25633,"G[?,?]((|pH <= ?HR >= ?) | (O2Sat <= ? -> HR <= ?))"
25634,"G[?,?]((|O2Sat >= ?O2Sat >= ?) | (Temp >= ? -> SBP <= ?))"
25635,"G[?,?]((&Temp <= ?HR <= ?) | (O2Sat >= ? -> MAP <= ?))"
25636,"G[?,?]((->HR <= ?MAP <= ?) | (HR <= ? | Temp >= ?))"
25637,"G[?,?](TroponinI <= ? | BUN <= ?)"
25638,"G[?,?]((->Temp <= ?MAP <= ?) | (Temp <= ? -> MAP <= ?))"
25639,"G[?,?]((->Temp <= ?SBP <= ?) | DBP >= ?)"
25640,"G[?,?](EtCO2 >= ? -> Bilirubin_direct <= ?)"
25641,"G[?,?](Phosphate <= ? -> SBP >= ?)"
25642,"G[?,?]((&Lactate <= ?HR <= ?) | (Temp >= ? -> Temp <= ?))"
25643,"G[?,?](PTT <= ? | (Temp <= ? -> MAP <= ?))"
25644,"G[?,?](Platelets <= ? -> BUN <= ?)"
25645,"G[?,?](FiO2 <= ? | (O2Sat <= ? -> SBP >= ?))"
25646,"G[?,?](SaO2 >= ? -> SepsisLabel <= ?)"
25647,"G[?,?](Alkalinephos >= ? | (MAP <= ? | Temp >= ?))"
25648,"G[?,?]((&Lactate <= ?O2Sat <= ?) | (SBP <= ? -> Temp >= ?))"
25649,"G[?,?](Temp >= ? -> FiO2 >= ?)"
25650,"G[?,?]((|Temp <= ?HR >= ?) | SaO2 <= ?)"
25651,"G[?,?](O2Sat <= ? | (SBP >= ? -> SBP <= ?))"
25652,"G[?,?](Magnesium <= ? | (O2Sat >= ? & Temp >= ?))"
25653,"G[?,?](Chloride >= ? | (O2Sat >= ? -> MAP <= ?))"
25654,"G[?,?]((|Temp >= ?SBP <= ?) | (Platelets <= ? -> MAP <= ?))"
25655,"G[?,?](Bilirubin_direct >= ? | SBP >= ?)"
25656,"G[?,?]((->Temp >= ?Temp >= ?) | (O2Sat >= ? | SBP <= ?))"
25657,"G[?,?](SepsisLabel <= ? -> WBC >= ?)"
25658,"G[?,?]((|HR <= ?MAP >= ?) | (Temp <= ? & O2Sat <= ?))"
25659,"G[?,?]((->O2Sat <= ?HR <= ?) | (SBP >= ? -> SBP >= ?))"
25660,"G[?,?](SepsisLabel <= ? -> (O2Sat <= ? & O2Sat >= ?))"
25661,"G[?,?](SaO2 >= ? | (Temp <= ? -> SBP >= ?))"
25662,"G[?,?]((|pH <= ?MAP >= ?) | O2Sat <= ?)"
25663,"G[?,?](Chloride <= ? | Chloride <= ?)"
25664,"G[?,?]((|HR <= ?MAP >= ?) | (HR <= ? | Temp <= ?))"
25665,"G[?,?]((->Temp <= ?HR <= ?) | (O2Sat >= ? -> Temp >= ?))"
25666,"G[?,?]((|pH <= ?HR <= ?) | (SBP >= ? -> SBP <= ?))"
25667,"G[?,?]((->Lactate <= ?Temp >= ?) | (SBP >= ? -> Temp >= ?))"
25668,"G[?,?]((|pH <= ?Temp <= ?) | PaCO2 <= ?)"
25669,"G[?,?](SBP >= ? -> Magnesium >= ?)"
25670,"G[?,?](BaseExcess <= ? | (HR >= ? | O2Sat >= ?))"
25671,"G[?,?](PTT >= ? -> Bilirubin_direct <= ?)"
25672,"G[?,?]((->HR <= ?Temp >= ?) | BaseExcess >= ?)"
25673,"G[?,?](AST >= ? | (Lactate <= ? & Temp >= ?))"
25674,"G[?,?]((|SBP <= ?HR <= ?) | (O2Sat >= ? | Temp <= ?))"
25675,"G[?,?](Bilirubin_direct >= ? -> (Temp >= ? & O2Sat <= ?))"
25676,"G[?,?](Potassium >= ? | (MAP <= ? | Temp <= ?))"
25677,"G[?,?](Bilirubin_total <= ? -> Hct <= ?)"
25678,"G[?,?](FiO2 <= ? | Fibrinogen >= ?)"
25679,"G[?,?]((|O2Sat >= ?SBP <= ?) | Resp <= ?)"
25680,"G[?,?](BUN <= ? -> (Temp >= ? & O2Sat <= ?))"
25681,"G[?,?]((->O2Sat <= ?MAP <= ?) | Resp <= ?)"
25682,"G[?,?]((|HR <= ?SBP >= ?) | (O2Sat >= ? | HR <= ?))"
25683,"G[?,?](Hgb <= ? -> SaO2 <= ?)"
25684,"G[?,?](Hct <= ? -> MAP >= ?)"
25685,"G[?,?]((|HR <= ?Temp >= ?) | (HR >= ? | HR <= ?))"
25686,"G[?,?]((->O2Sat >= ?Temp <= ?) | (O2Sat <= ? & O2Sat <= ?))"
25687,"G[?,?]((|Temp <= ?MAP >= ?) | (Temp >= ? -> Temp >= ?))"
25688,"G[?,?](MAP <= ? | (O2Sat >= ? -> O2Sat >= ?))"
25689,"G[?,?](PaCO2 <= ? | (Platelets <= ? -> Temp <= ?))"
25690,"F[?,?](Lactate >= ? & HR >= ?)"
25691,"G[?,?](Calcium <= ? -> (O2Sat >= ? & Temp >= ?))"
25692,"G[?,?](Hct <= ? | (SBP >= ? -> MAP <= ?))"
25693,"G[?,?](SaO2 >= ? | Lactate >= ?)"
25694,"G[?,?]((->O2Sat <= ?Temp <= ?) | (SBP >= ? -> SBP >= ?))"
25695,"G[?,?]((->O2Sat <= ?MAP <= ?) | (MAP <= ? | O2Sat >= ?))"
25696,"G[?,?]((->SBP <= ?MAP <= ?) | (HR <= ? -> HR <= ?))"
25697,"G[?,?](SBP <= ? | (Temp <= ? -> SBP <= ?))"
25698,"G[?,?]((->Temp <= ?MAP <= ?) | (HR >= ? | TroponinI >= ?))"
25699,"G[?,?]((&SBP <= ?Temp <= ?) | Resp >= ?)"
25700,"G[?,?]((->O2Sat >= ?HR <= ?) | PTT <= ?)"
25701,"G[?,?](SepsisLabel >= ? | (MAP <= ? | HR <= ?))"
25702,"G[?,?]((->O2Sat <= ?HR <= ?) | Temp >= ?)"
25703,"G[?,?]((->Lactate <= ?HR <= ?) | Potassium <= ?)"
25704,"G[?,?](AST >= ? | (HR <= ? -> MAP <= ?))"
25705,"G[?,?]((|Temp >= ?Temp <= ?) | MAP <= ?)"
25706,"(Magnesium >= ?) U[?,?] (O2Sat <= ?)"
25707,"G[?,?]((&O2Sat <= ?O2Sat >= ?) | (O2Sat >= ? -> SBP <= ?))"
25708,"G[?,?](DBP >= ? | SBP >= ?)"
25709,"G[?,?]((&SBP <= ?HR <= ?) | HCO3 >= ?)"
25710,"G[?,?]((|Temp <= ?SBP <= ?) | (Platelets <= ? -> O2Sat >= ?))"
25711,"G[?,?]((|Temp >= ?MAP >= ?) | (MAP <= ? | Temp <= ?))"
25712,"G[?,?]((&Potassium >= ?Temp <= ?) -> Fibrinogen <= ?)"
25713,"G[?,?]((->Temp >= ?O2Sat <= ?) | AST >= ?)"
25714,"G[?,?](Platelets <= ? | WBC <= ?)"
25715,"G[?,?]((->Hgb >= ?O2Sat <= ?) | (AST >= ? -> O2Sat >= ?))"
25716,"G[?,?]((&O2Sat >= ?Temp <= ?) | PTT >= ?)"
25717,"G[?,?](Glucose <= ? | (HR <= ? | HR <= ?))"
25718,"G[?,?]((|SBP <= ?SBP >= ?) | (Platelets <= ? -> HR <= ?))"
25719,"G[?,?]((|Temp >= ?SBP >= ?) | Fibrinogen <= ?)"
25720,"G[?,?]((|O2Sat >= ?Temp <= ?) | Fibrinogen >= ?)"
25721,"G[?,?]((|SBP <= ?SBP <= ?) | (HR <= ? | Temp >= ?))"
25722,"G[?,?](Calcium >= ? -> Bilirubin_total >= ?)"
25723,"G[?,?](PaCO2 <= ? | (Temp <= ? & Temp <= ?))"
25724,"G[?,?](WBC <= ? | pH <= ?)"
25725,"G[?,?]((|O2Sat >= ?HR <= ?) | (Temp >= ? -> SBP <= ?))"
25726,"G[?,?](Chloride >= ? | Resp <= ?)"
25727,"G[?,?]((->O2Sat <= ?Temp <= ?) | (HR <= ? & O2Sat <= ?))"
25728,"G[?,?](Potassium >= ? -> SBP <= ?)"
25729,"G[?,?]((->SBP <= ?HR <= ?) | (O2Sat <= ? -> HR <= ?))"
25730,"G[?,?]((&O2Sat >= ?O2Sat >= ?) | HCO3 <= ?)"
25731,"G[?,?]((|O2Sat >= ?MAP >= ?) | (MAP <= ? | SBP <= ?))"
25732,"G[?,?](Temp >= ? | (HR >= ? -> HR <= ?))"
25733,"G[?,?](Alkalinephos >= ? -> Bilirubin_direct <= ?)"
25734,"G[?,?](Fibrinogen <= ? | (O2Sat >= ? & Temp >= ?))"
25735,"G[?,?]((|O2Sat >= ?HR >= ?) | (MAP <= ? | Temp >= ?))"
25736,"G[?,?]((->Lactate <= ?MAP <= ?) | (HR >= ? -> SBP <= ?))"
25737,"G[?,?](Phosphate >= ? | Bilirubin_total <= ?)"
25738,"(Chloride >= ?) U[?,?] (HR <= ?)"
25739,"G[?,?]((|O2Sat >= ?SBP >= ?) | HCO3 <= ?)"
25740,"G[?,?]((|pH <= ?Temp <= ?) | (AST >= ? -> O2Sat >= ?))"
25741,"G[?,?]((->O2Sat >= ?HR <= ?) | (O2Sat <= ? -> Temp <= ?))"
25742,"G[?,?]((->O2Sat >= ?O2Sat <= ?) | (HR >= ? -> Temp <= ?))"
25743,"G[?,?](MAP <= ? -> AST >= ?)"
25744,"G[?,?](Phosphate <= ? | (O2Sat <= ? -> O2Sat >= ?))"
25745,"G[?,?](HCO3 <= ? -> Magnesium <= ?)"
25746,"G[?,?]((&Temp <= ?O2Sat <= ?) | (O2Sat >= ? | O2Sat >= ?))"
25747,"G[?,?](Magnesium >= ? | (Temp <= ? -> O2Sat <= ?))"
25748,"G[?,?]((->Temp >= ?SBP <= ?) | PTT >= ?)"
25749,"G[?,?](Fibrinogen <= ? -> TroponinI >= ?)"
25750,"G[?,?]((->Temp >= ?SBP <= ?) | (MAP <= ? | HR >= ?))"
25751,"G[?,?]((|Temp <= ?HR <= ?) | (O2Sat >= ? -> HR <= ?))"
25752,"G[?,?]((->O2Sat >= ?MAP <= ?) | (AST >= ? -> Temp >= ?))"
25753,"G[?,?]((|SBP <= ?SBP >= ?) | WBC >= ?)"
25754,"F[?,?](O2Sat <= ? & pH <= ?)"
25755,"G[?,?](Lactate <= ? | Temp <= ?)"
25756,"G[?,?]((->Temp >= ?SBP >= ?) | (Platelets <= ? -> Temp >= ?))"
25757,"G[?,?](Lactate <= ? | (HR <= ? -> Temp >= ?))"
25758,"G[?,?]((&Temp <= ?O2Sat >= ?) | AST >= ?)"
25759,"G[?,?]((|O2Sat >= ?HR >= ?) | (Temp <= ? -> MAP <= ?))"
25760,"G[?,?]((->Lactate <= ?HR <= ?) | Platelets <= ?)"
25761,"G[?,?](MAP <= ? | (HR >= ? -> O2Sat >= ?))"
25762,"G[?,?]((|Temp <= ?Temp >= ?) | (HR >= ? -> O2Sat >= ?))"
25763,"G[?,?](MAP >= ? | Bilirubin_total <= ?)"
25764,"G[?,?](DBP >= ? | (O2Sat >= ? & O2Sat <= ?))"
25765,"G[?,?]((->HR <= ?SBP <= ?) | (Lactate <= ? & Temp <= ?))"
25766,"F[?,?](pH >= ? & BaseExcess <= ?)"
25767,"G[?,?](SBP <= ? -> Temp >= ?)"
25768,"G[?,?]((->O2Sat >= ?O2Sat <= ?) | (SBP <= ? | O2Sat >= ?))"
25769,"G[?,?]((|Temp >= ?MAP >= ?) | (O2Sat <= ? & Temp <= ?))"
25770,"G[?,?](Potassium <= ? -> (O2Sat <= ? & HR >= ?))"
25771,"G[?,?]((->Hgb >= ?O2Sat <= ?) | (O2Sat <= ? -> MAP <= ?))"
25772,"G[?,?]((&Potassium >= ?Temp <= ?) -> Hgb <= ?)"
25773,"G[?,?]((|SBP >= ?MAP >= ?) | (Temp >= ? -> SBP >= ?))"
25774,"G[?,?](AST >= ? | (O2Sat <= ? -> MAP <= ?))"
25775,"G[?,?]((->HR <= ?O2Sat <= ?) | (SBP <= ? | TroponinI >= ?))"
25776,"G[?,?]((|Temp <= ?SBP >= ?) | (SBP <= ? | TroponinI >= ?))"
25777,"G[?,?]((->Temp <= ?HR >= ?) | (O2Sat <= ? -> O2Sat >= ?))"
25778,"G[?,?]((|SBP >= ?HR <= ?) | (HR <= ? -> SBP >= ?))"
25779,"G[?,?](SepsisLabel <= ? | (MAP <= ? | Temp <= ?))"
25780,"G[?,?]((->Hgb >= ?SBP <= ?) | (Temp >= ? -> SBP >= ?))"
25781,"G[?,?](Resp <= ? -> Hct >= ?)"
25782,"G[?,?]((->HR <= ?O2Sat <= ?) | pH <= ?)"
25783,"G[?,?](Alkalinephos >= ? | Platelets <= ?)"
25784,"G[?,?](Lactate <= ? | (O2Sat >= ? | HR <= ?))"
25785,"G[?,?]((&SBP <= ?O2Sat <= ?) | (Platelets <= ? -> HR <= ?))"
25786,"F[?,?](SaO2 >= ? & Chloride >= ?)"
25787,"G[?,?](BUN >= ? | (MAP <= ? | Temp >= ?))"
25788,"F[?,?](DBP <= ? & Lactate >= ?)"
25789,"G[?,?](O2Sat >= ? | WBC <= ?)"
25790,"G[?,?]((|SBP <= ?Temp <= ?) | PaCO2 >= ?)"
25791,"F[?,?](SaO2 >= ? & DBP <= ?)"
25792,"G[?,?]((->O2Sat <= ?MAP <= ?) | (MAP <= ? | SBP <= ?))"
25793,"G[?,?](WBC <= ? -> Hgb <= ?)"
25794,"G[?,?]((->O2Sat >= ?SBP >= ?) | Platelets <= ?)"
25795,"G[?,?](Resp <= ? | (SBP >= ? -> HR <= ?))"
25796,"G[?,?]((->SBP <= ?HR <= ?) | (SBP <= ? -> Temp >= ?))"
25797,"G[?,?]((&Temp >= ?Temp >= ?) -> TroponinI <= ?)"
25798,"G[?,?]((->Temp <= ?SBP <= ?) | (O2Sat >= ? & Temp <= ?))"
25799,"F[?,?](Chloride >= ? & Lactate >= ?)"
25800,"G[?,?]((|SBP <= ?SBP <= ?) | (O2Sat <= ? -> Temp >= ?))"
25801,"G[?,?](Bilirubin_direct >= ? | Temp <= ?)"
25802,"G[?,?]((->Temp >= ?O2Sat <= ?) | (SBP <= ? -> SBP >= ?))"
25803,"G[?,?](SaO2 >= ? | (HR <= ? & Temp >= ?))"
25804,"G[?,?]((->HR <= ?Temp >= ?) | SBP >= ?)"
25805,"F[?,?](Magnesium >= ? & HR <= ?)"
25806,"G[?,?](Hgb <= ? | SepsisLabel <= ?)"
25807,"G[?,?]((->Temp >= ?HR <= ?) | (HR >= ? -> O2Sat >= ?))"
25808,"G[?,?]((->O2Sat <= ?Temp <= ?) | AST >= ?)"
25809,"G[?,?]((->Temp <= ?SBP >= ?) | (Temp >= ? -> MAP <= ?))"
25810,"G[?,?](Fibrinogen <= ? | (HR >= ? -> O2Sat >= ?))"
25811,"G[?,?](SBP >= ? -> (Temp >= ? & O2Sat >= ?))"
25812,"G[?,?]((->Temp >= ?Temp >= ?) | (MAP <= ? | Temp <= ?))"
25813,"G[?,?]((|Temp <= ?O2Sat >= ?) | (O2Sat <= ? -> Temp <= ?))"
25814,"G[?,?]((|O2Sat >= ?SBP <= ?) | HCO3 >= ?)"
25815,"G[?,?]((->Temp <= ?SBP <= ?) | (SBP >= ? -> O2Sat <= ?))"
25816,"G[?,?](FiO2 <= ? & DBP >= ?)"
25817,"(Temp <= ?) U[?,?] (pH >= ?)"
25818,"G[?,?](AST <= ? -> (O2Sat <= ? & O2Sat >= ?))"
25819,"G[?,?](SepsisLabel <= ? | O2Sat >= ?)"
25820,"G[?,?]((->SBP <= ?SBP >= ?) | (HR <= ? & Temp >= ?))"
25821,"G[?,?](MAP <= ? & Creatinine <= ?)"
25822,"G[?,?]((->O2Sat >= ?SBP >= ?) | Potassium <= ?)"
25823,"G[?,?]((->Hgb >= ?Temp <= ?) | Chloride >= ?)"
25824,"F[?,?](O2Sat >= ? & HCO3 <= ?)"
25825,"G[?,?](HR >= ? -> Calcium <= ?)"
25826,"(FiO2 <= ?) U[?,?] (WBC >= ?)"
25827,"G[?,?]((|SBP >= ?WBC <= ?) | (O2Sat >= ? -> Temp <= ?))"
25828,"G[?,?]((|pH <= ?Temp <= ?) | (HR <= ? | HR >= ?))"
25829,"G[?,?]((->Hgb >= ?HR <= ?) | (MAP <= ? | O2Sat >= ?))"
25830,"G[?,?](SBP >= ? | (HR >= ? | SBP <= ?))"
25831,"G[?,?]((&O2Sat >= ?HR <= ?) | Calcium >= ?)"
25832,"G[?,?]((&SBP <= ?HR <= ?) | Hgb <= ?)"
25833,"G[?,?](Hct >= ? | Magnesium >= ?)"
25834,"G[?,?](Bilirubin_total >= ? | (O2Sat >= ? | O2Sat >= ?))"
25835,"G[?,?]((->O2Sat >= ?MAP <= ?) | (Platelets <= ? -> Temp <= ?))"
25836,"G[?,?]((|pH <= ?Temp <= ?) | Glucose <= ?)"
25837,"G[?,?]((|HR <= ?SBP >= ?) | (Platelets <= ? -> Temp <= ?))"
25838,"G[?,?]((|Temp <= ?Temp >= ?) | (Temp >= ? -> SBP <= ?))"
25839,"G[?,?]((|Temp >= ?Temp >= ?) | (Platelets <= ? -> SBP >= ?))"
25840,"G[?,?]((->O2Sat >= ?MAP <= ?) | (MAP <= ? | HR >= ?))"
25841,"G[?,?]((|pH <= ?SBP >= ?) | (HR <= ? -> HR <= ?))"
25842,"G[?,?](Magnesium <= ? | Alkalinephos >= ?)"
25843,"G[?,?](AST >= ? -> Lactate <= ?)"
25844,"G[?,?]((|pH <= ?MAP >= ?) | (Temp >= ? -> Temp >= ?))"
25845,"G[?,?](Chloride >= ? -> (O2Sat <= ? & O2Sat >= ?))"
25846,"G[?,?](Phosphate <= ? | Lactate >= ?)"
25847,"G[?,?]((->HR <= ?HR >= ?) | (HR >= ? -> Temp <= ?))"
25848,"G[?,?]((|HR <= ?SBP >= ?) | PaCO2 <= ?)"
25849,"G[?,?](Magnesium >= ? -> Glucose >= ?)"
25850,"G[?,?]((|HR <= ?Temp <= ?) | (SBP <= ? -> O2Sat <= ?))"
25851,"G[?,?](Bilirubin_total <= ? -> Resp >= ?)"
25852,"G[?,?]((->O2Sat <= ?HR <= ?) | (AST >= ? -> O2Sat >= ?))"
25853,"G[?,?]((|HR <= ?SBP >= ?) | (HR >= ? -> O2Sat <= ?))"
25854,"G[?,?]((&Lactate <= ?Temp <= ?) | (Platelets <= ? -> O2Sat <= ?))"
25855,"G[?,?](SaO2 >= ? & Creatinine <= ?)"
25856,"G[?,?]((|SBP <= ?MAP >= ?) | BUN >= ?)"
25857,"G[?,?]((->O2Sat <= ?SBP <= ?) | (O2Sat >= ? -> O2Sat >= ?))"
25858,"G[?,?]((|SBP >= ?SBP <= ?) | (O2Sat >= ? | HR >= ?))"
25859,"(AST >= ?) U[?,?] (Chloride >= ?)"
25860,"G[?,?]((->Temp >= ?O2Sat <= ?) | (AST >= ? -> Temp <= ?))"
25861,"G[?,?]((&SBP <= ?HR <= ?) | (Platelets <= ? -> Temp >= ?))"
25862,"G[?,?](WBC <= ? -> (Temp >= ? & Temp >= ?))"
25863,"G[?,?]((|O2Sat >= ?HR <= ?) | (O2Sat <= ? & O2Sat <= ?))"
25864,"G[?,?]((|HR <= ?Temp <= ?) | (O2Sat <= ? -> Temp <= ?))"
25865,"G[?,?]((|Temp <= ?MAP >= ?) | (HR <= ? -> Temp <= ?))"
25866,"G[?,?](Fibrinogen <= ? | Creatinine <= ?)"
25867,"(FiO2 <= ?) U[?,?] (BaseExcess <= ?)"
25868,"G[?,?](O2Sat >= ? -> Calcium >= ?)"
25869,"G[?,?](Resp <= ? | (O2Sat <= ? -> Temp <= ?))"
25870,"G[?,?](SaO2 <= ? -> (O2Sat >= ? & O2Sat >= ?))"
25871,"G[?,?](Bilirubin_direct >= ? | (HR >= ? | Temp <= ?))"
25872,"G[?,?]((|HR <= ?SBP >= ?) | (Temp <= ? -> O2Sat >= ?))"
25873,"G[?,?](BUN >= ? | (HR >= ? -> SBP >= ?))"
25874,"G[?,?]((&Potassium >= ?O2Sat >= ?) -> Bilirubin_total <= ?)"
25875,"G[?,?]((|pH <= ?O2Sat >= ?) | (HR >= ? -> O2Sat >= ?))"
25876,"G[?,?](Hct <= ? -> HCO3 <= ?)"
25877,"G[?,?]((|HR <= ?HR >= ?) | (HR <= ? -> Temp >= ?))"
25878,"G[?,?]((&O2Sat <= ?O2Sat <= ?) | (AST >= ? -> SBP >= ?))"
25879,"G[?,?](Calcium <= ? -> (Temp >= ? & Temp >= ?))"
25880,"G[?,?](DBP >= ? | (MAP <= ? | O2Sat >= ?))"
25881,"G[?,?](Hgb >= ? | (MAP <= ? | HR >= ?))"
25882,"G[?,?]((|Temp <= ?Temp <= ?) | DBP <= ?)"
25883,"G[?,?]((->Temp >= ?O2Sat <= ?) | (SBP <= ? | TroponinI >= ?))"
25884,"G[?,?]((->HR <= ?Temp >= ?) | (HR <= ? -> SBP >= ?))"
25885,"G[?,?]((->O2Sat >= ?SBP >= ?) | (SBP <= ? | TroponinI >= ?))"
25886,"G[?,?]((->Hgb >= ?O2Sat <= ?) | (O2Sat >= ? -> SBP <= ?))"
25887,"G[?,?]((->SBP <= ?SBP <= ?) | (HR <= ? | Temp >= ?))"
25888,"G[?,?](Temp <= ? | EtCO2 >= ?)"
25889,"G[?,?](EtCO2 <= ? | (Temp <= ? & Temp >= ?))"
25890,"G[?,?](MAP >= ? | DBP <= ?)"
25891,"G[?,?]((->Temp >= ?SBP >= ?) | SepsisLabel <= ?)"
25892,"G[?,?]((->Lactate <= ?MAP <= ?) | Resp <= ?)"
25893,"G[?,?]((|HR <= ?SBP >= ?) | Bilirubin_direct >= ?)"
25894,"G[?,?](Alkalinephos <= ? | (HR <= ? -> SBP <= ?))"
25895,"G[?,?](PTT >= ? | (Platelets <= ? -> Temp >= ?))"
25896,"G[?,?](HCO3 <= ? -> (Temp >= ? & O2Sat >= ?))"
25897,"G[?,?]((&Potassium >= ?Temp >= ?) -> FiO2 <= ?)"
25898,"G[?,?](Glucose >= ? | (SBP >= ? -> HR <= ?))"
25899,"G[?,?](SepsisLabel >= ? -> MAP >= ?)"
25900,"G[?,?]((&SBP <= ?O2Sat <= ?) | (AST >= ? -> SBP <= ?))"
25901,"G[?,?](DBP >= ? | (MAP <= ? | Temp <= ?))"
25902,"G[?,?](Hct >= ? | (Platelets <= ? -> SBP <= ?))"
25903,"G[?,?]((->Hgb >= ?MAP <= ?) | PTT >= ?)"
25904,"G[?,?]((->HR <= ?SBP >= ?) | (MAP <= ? | O2Sat >= ?))"
25905,"G[?,?]((->SBP <= ?O2Sat <= ?) | (HR >= ? -> O2Sat >= ?))"
25906,"G[?,?](Phosphate >= ? | (HR <= ? & Temp <= ?))"
25907,"G[?,?]((|SBP <= ?Temp >= ?) | (Platelets <= ? -> Temp >= ?))"
25908,"G[?,?]((|SBP >= ?O2Sat >= ?) | (SBP <= ? -> MAP <= ?))"
25909,"G[?,?]((|SBP <= ?HR <= ?) | SaO2 <= ?)"
25910,"G[?,?](PaCO2 >= ? | MAP <= ?)"
25911,"G[?,?]((&Temp <= ?HR <= ?) | (SBP >= ? -> SBP <= ?))"
25912,"G[?,?](SepsisLabel >= ? | (AST >= ? -> SBP >= ?))"
25913,"G[?,?]((->Hgb >= ?MAP <= ?) | BaseExcess <= ?)"
