G[0,0](SMBGperDayPtMeterCombo >= 0.150 & BGTestAvgNumPtRep >= 3.384204060335223e-05) [Discrimination Score: -4545.120; Robustness + : -9339.333; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1]((Pt_A1cGoalLev >= 0.830 | TotChol <= 84.064) & age >= 28.536) [Discrimination Score: -8032310448679989.000; Robustness + : -28.536; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](((BGTestAvgNumPtRep >= 1.448 | DirectLDL <= 0.827) -> HbA1c >= 0.045) | diabDur <= 0.172) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1]((bmi >= 19.444 | bmiZscore >= 0.060) -> bmi >= 0.128) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((HbA1cImputeDtMnC >= 27.639 -> TotChol >= 33.739) | BUN >= 8.278) & bmi <= 130.540) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](TotalDailyInsPerKg <= 0.313 | Triglyc >= 11.162) [Discrimination Score: 0.313; Robustness + : 0.313; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](((Pt_GrandparentT1D <= 0.702 -> Triglyc <= 63.848) -> bmiPerc <= 42.415) & TotChol <= 73.360) [Discrimination Score: -19.546; Robustness + : -21.894; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((Pt_A1cGoalLev >= 0.698 -> Triglyc >= 2.720) -> Pt_FatherT1D >= 27.166) | BldPrSys <= 58.315) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](HDL <= 53.798 | TotalDailyInsPerKg <= 0.303) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((HDL <= 38.798 & Pt_A1cGoalLev >= 0.110) -> HDL <= 6.818) [Discrimination Score: 1.179; Robustness + : 37.171; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1]((BldPrDia >= 67.108 -> TSH <= 1.274) -> Pt_FatherT1D <= 0.609) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumMeter >= 1.550) U[0,0] (BldPrSys <= 122.634)) [Discrimination Score: 259.438; Robustness + : 122.300; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((bmi >= 20.293 & bmiPerc >= 0.550) | HbA1c <= 0.716) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](((diabDur <= 9.281 & TotChol <= 123.322) & diabDur >= 72.160) & WeightKg >= 53.846) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](((BldPrDia <= 70.625 | Pt_A1cGoalLev >= 0.312) & HeightCm >= 0.543) | diagAgeCombo >= 0.273) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2]((BldPrDia >= 67.065 -> TotalDailyInsPerKg <= 0.298) | AlbCreatRat_mggNew >= 0.037) [Discrimination Score: -0.037; Robustness + : -0.037; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](((bmi >= 20.144 | HbA1c >= 8.407) & Pt_DKAFlg <= 9.195) -> TotChol <= 8.423) [Discrimination Score: -8.423; Robustness + : -8.423; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2]((age >= 13.641 | LDL <= 42.678) & HDL >= 14.656) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1]((HbA1c <= 9.181 | Triglyc >= 17.521) | NumPumpBolusOrShortAct >= 19.653) [Discrimination Score: 9.181; Robustness + : 9.181; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((HbA1cImputeDtMnC <= 32.067 & LDL >= 24.601) | Pt_SHFlg <= 81.963) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](((TotalDailyInsPerKg >= 0.023 & WeightKg >= 52.258) | BldPrSys >= 58.044) | TotalDailyInsPerKg <= 62.234) [Discrimination Score: 68.872; Robustness + : 56.234; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](Pt_A1cGoalLev <= 1.660 & WeightKg <= 61.325) [Discrimination Score: 1.660; Robustness + : 1.660; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((BGTestAvgNumMeter <= 3.303 | Pt_A1cGoalLev <= 1.337) -> AutonomicNeuroCl <= 3.999) | TotalDailyInsPerKg <= 1.163) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((BGTestAvgNumMeter >= 0.606 | TotalDailyInsPerKg >= 0.049) | diagAgeCombo <= 0.184) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](HeightCm >= 165.759 | Pt_A1cGoalLev <= 5.297) [Discrimination Score: -1.703; Robustness + : -1.703; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](HeightCm >= 165.902 -> TotalDailyInsPerKg >= 0.029) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((HDL >= 1.565 & SMBGperDayPtMeterCombo <= 2.902) & DirectLDL >= 0.686) [Discrimination Score: -136.679; Robustness + : -64.431; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](age >= 14.070 -> Triglyc <= 37.479) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((BGTestAvgNumPtRep >= 1.227 & BldPrDia <= 70.934) & Pt_ChildT1D >= 69.272) & AutonomicNeuroCl >= 67.129) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((DirectLDL <= 0.160 | Triglyc <= 73.641) & BldPrSys >= 1.930) & SMBGperDayPtMeterCombo <= 32.394) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BldPrSys <= 128.553 -> TotChol >= 53.927) [Discrimination Score: -128.553; Robustness + : -128.553; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](BGTestAvgNumMeter <= 4.615 | BldPrDia <= 70.572) [Discrimination Score: 70.572; Robustness + : 70.572; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((BldPrSys >= 109.206 -> LDL >= 22.700) -> Pt_MotherT1D >= 23.110) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BGTestAvgNumPtRep >= 0.395) U[0,2] (bmiZscore >= 0.367)) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2]((bmi <= 22.447 | Pt_A1cGoalLev >= 0.389) & LDL >= 0.036) [Discrimination Score: -0.036; Robustness + : -0.036; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](((age >= 15.099 -> HbA1c <= 8.581) & Triglyc <= 9.108) | Triglyc >= 8.366) [Discrimination Score: -8.366; Robustness + : -8.366; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2]((AlbCreatRat_mggNew <= 27.026 | DirectLDL <= 0.375) | TotChol >= 0.059) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](BldPrSys <= 124.952 | HeightCm >= 165.096) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((diabDur >= 6.745 & LDL >= 13.485) & BldPrDia >= 29.870) & BldPrDia <= 46.902) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((bmiPerc >= 0.579 & TotChol <= 133.704) | Pt_InsGov <= 130.923) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((bmiZscore >= 0.059 | TotChol <= 118.140) | TotalDailyInsPerKg <= 176.996) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((BGTestAvgNumPtRep >= 0.749 | bmiPerc >= 0.637) & HeightCm <= 0.669) & Pt_A1cGoalLev >= 0.632) [Discrimination Score: -0.637; Robustness + : -0.637; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](((Pt_GrandparentT1D >= 0.010 -> TSH >= 0.014) -> diabDur <= 2.006) | AlbCreatRat_mggNew <= 1.585) [Discrimination Score: 2.815; Robustness + : 3.186; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((TotalDailyInsPerKg >= 0.036 & TSH <= 2.064) -> BUN <= 1.956) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((HbA1c <= 9.251 | Pt_GrandparentT1D >= 0.045) -> BldPrDia >= 0.104) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((HbA1c >= 7.867 | Pt_A1cGoalLev >= 0.146) | Pt_CGMUseNumDays <= 6.500) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((HbA1c >= 8.012 -> TotalDailyInsPerKg >= 0.035) & BGTestAvgNumPtRep <= 0.196) [Discrimination Score: -7.305; Robustness + : -5.965; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2]((HDL <= 75.076 & UnitsInsBasalOrLongAct <= 22.672) & bmiZscore <= 21.994) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](((BldPrSys >= 114.628 -> HDL <= 67.318) & SMBGperDayPtMeterCombo <= 76.575) | SMBGperDayPtMeterCombo <= 83.548) [Discrimination Score: 83.548; Robustness + : 83.548; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((BGTestAvgNumPtRep >= 0.509 -> BldPrSys <= 128.931) -> Triglyc >= 109.336) | TotChol <= 127.947) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((bmiPerc >= 0.558 -> LDL <= 93.528) & BldPrDia <= 54.222) | age >= 19.473) [Discrimination Score: -19.473; Robustness + : -19.473; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1]((bmiZscore <= 0.461 | LDL >= 27.228) -> BldPrDia >= 15.641) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](((HbA1cImputeDtMnC >= 28.334 | Triglyc >= 2.729) | BGTestAvgNumMeter >= 11.710) -> TotalDailyInsPerKg >= 3.076) [Discrimination Score: 2.729; Robustness + : 2.729; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2]((DirectLDL <= 0.735 | UnitsInsBasalOrLongAct <= 22.619) -> HeightCm >= 3.110) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((bmiZscore <= 0.642 -> HDL <= 60.621) -> BGTestAvgNumMeter >= 16.325) | DirectLDL <= 66.324) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2]((bmiPerc >= 0.571 | Pt_GrandparentT1D >= 0.036) & HeightCm >= 0.047) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](bmiPerc <= 0.677 | TotalDailyInsPerKg <= 0.366) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((bmiPerc <= 0.744 -> HDL <= 37.847) | Pt_CGMUseNumDays >= 19.602) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((HbA1c >= 8.349 & SMBGperDayPtMeterCombo <= 3.864) & BGTestAvgNumPtRep >= 0.091) -> DirectLDL <= 2.710) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((bmiZscore >= 0.051 & WeightKg <= 60.782) -> HbA1c >= 56.483) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((bmiZscore <= 0.647 | Pt_GrandparentT1D >= 0.032) -> Pt_InsGov >= 0.054) -> diagAgeCombo >= 0.134) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((bmiZscore >= 0.103) U[0,2] (Pt_A1cGoalLev <= 5.536)) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](((bmiZscore >= 0.177 -> TotalDailyInsPerKg >= 0.051) -> Pt_CGMUseNumDays >= 0.032) -> AutonomicNeuroCl >= 0.038) [Discrimination Score: -19.055; Robustness + : -8.662; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
((SMBGperDayPtMeterCombo <= 3.543) U[0,2] (Triglyc >= 20.344)) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](DirectLDL <= 0.345 -> HbA1cImputeDtMnC <= 44.852) [Discrimination Score: -44.852; Robustness + : -44.852; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](bmiPerc <= 0.701 & WeightKg >= 54.992) [Discrimination Score: -25.465; Robustness + : -52.325; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((HeightCm <= 168.930 -> TSH >= 0.090) | TotalDailyInsPerKg >= 0.325) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](AlbCreatRat_mggNew <= 24.540 & HDL >= 11.949) [Discrimination Score: -11.949; Robustness + : -11.949; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](diabDur >= 5.800 | Triglyc <= 67.306) [Discrimination Score: 1.001; Robustness + : 27.902; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((diabDur >= 7.243 & DirectLDL <= 0.530) | bmi <= 0.300) [Discrimination Score: 0.300; Robustness + : 0.300; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](((HbA1c >= 8.222 -> WeightKg <= 64.416) & DirectLDL <= 61.045) -> BldPrSys <= 63.767) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((BGTestAvgNumMeter >= 0.171 & TotChol <= 80.245) & HbA1cImputeDtMnC <= 154.499) | AutonomicNeuroCl <= 93.952) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((age >= 13.723 | BldPrSys >= 105.262) -> Pt_GrandchildT1D <= 127.591) [Discrimination Score: -127.591; Robustness + : -127.591; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](((DirectLDL >= 0.120 | TotalDailyInsPerKg <= 0.132) -> HbA1cImputeDtMnC >= 0.045) -> BldPrDia >= 0.034) [Discrimination Score: 0.034; Robustness + : 0.034; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](DirectLDL >= 0.090 | Pt_GrandparentT1D <= 0.275) [Discrimination Score: 0.275; Robustness + : 0.275; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](((DirectLDL >= 0.110 & Pt_A1cGoalLev <= 5.321) | HeightCm >= 0.329) & Pt_ChildT1D >= 0.733) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](((bmi <= 21.787 -> DirectLDL <= 0.797) -> TotalDailyInsPerKg <= 0.770) -> HDL <= 0.305) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](HbA1c >= 7.617 & TSH >= 0.204) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((TotChol <= 172.605 -> UnitsInsBasalOrLongAct >= 2.208) & TotChol >= 4.327) & TotChol <= 23.627) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((age >= 13.893 & DirectLDL <= 0.872) -> age >= 0.050) | BldPrDia >= 0.049) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Triglyc >= 21.374 -> UnitsInsBasalOrLongAct <= 17.719) -> BUN >= 5.209) -> AutonomicNeuroCl <= 23.996) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1]((BGTestAvgNumPtRep <= 1.940 | LDL <= 77.869) & Pt_SiblingT1D >= 17.956) [Discrimination Score: -17.956; Robustness + : -17.956; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1]((TSH <= 1.294 & WeightKg <= 62.601) -> Pt_A1cGoalLevelDsYr5 >= 55.130) [Discrimination Score: -1.294; Robustness + : -1.294; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](BldPrDia <= 70.680 & BldPrSys >= 108.940) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](DirectLDL <= 0.907 & WeightKg >= 58.408) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
((HbA1c <= 8.922) U[0,0] (TotChol >= 47.410)) [Discrimination Score: 1.785; Robustness + : 25.368; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](HbA1c <= 8.563 | HDL <= 86.805) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](AlbCreatRat_mggNew >= 2.333 & TotChol <= 145.605) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((AlbCreatRat_mggNew >= 17.242 -> Triglyc >= 17.415) & Triglyc >= 6.105) -> LDL >= 20.920) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((bmi >= 19.428 -> TSH <= 1.571) & TotalDailyInsPerKg <= 2.105) & TSH <= 1.032) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](((HbA1c >= 8.403 | LDL >= 8.191) -> bmiPerc <= 63.641) | DirectLDL >= 35.362) [Discrimination Score: 66.083; Robustness + : 130.838; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((diabDur <= 8.685 & TSH >= 0.346) -> HbA1c <= 1.997) | Pt_GrandchildT1D <= 1.253) [Discrimination Score: 1.253; Robustness + : 1.253; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((LDL <= 90.089 & SMBGperDayPtMeterCombo <= 2.884) | UnitsInsBasalOrLongAct <= 4.416) [Discrimination Score: 4.416; Robustness + : 4.416; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](HbA1c >= 7.902 -> HeightCm >= 167.816) [Discrimination Score: 6.878; Robustness + : 7.166; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((age >= 14.864 -> TSH >= 0.242) | AlbCreatRat_mggNew >= 0.287) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](((LDL <= 72.558 & UnitsInsBasalOrLongAct <= 17.344) | HeightCm >= 13.556) | BGTestAvgNumPtRep >= 2.114) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((HbA1c <= 8.958 & UnitsInsBasalOrLongAct <= 20.830) -> Pt_FatherT1D <= 20.195) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((bmiPerc >= 0.579 -> HeightCm <= 169.008) -> GFR >= 165.739) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((bmiPerc >= 0.635) U[0,2] (UnitsInsBasalOrLongAct <= 19.373)) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((DirectLDL >= 0.092) U[1,2] (HeightCm >= 167.318)) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2]((BldPrSys >= 107.569 | HbA1cImputeDtMnC >= 27.764) | Pt_A1cGoalLev >= 2.704) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](BGTestAvgNumPtRep >= 1.298 | TotChol >= 31.756) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](((BGTestAvgNumPtRep <= 3.426 & Triglyc >= 12.257) & AutonomicNeuroCl <= 36.353) & BldPrSys >= 21.514) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((bmiZscore <= 0.682 | HeightCm >= 166.551) -> HDL >= 164.000) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](AlbCreatRat_mggNew >= 14.889 & HbA1c <= 8.796) [Discrimination Score: -14.889; Robustness + : -14.889; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((AlbCreatRat_mggNew <= 29.978 -> bmiPerc >= 0.498) & BGTestAvgNumPtRep <= 0.747) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((bmiZscore >= 0.330 & UnitsInsBasalOrLongAct >= 13.121) | BldPrDia <= 21.359) -> Pt_InsGov <= 22.299) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0]((BGTestAvgNumPtRep >= 0.727 | HbA1c >= 8.027) & Pt_InsGov <= 8.905) [Discrimination Score: 0.944; Robustness + : 1.939; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1]((AlbCreatRat_mggNew >= 10.402 & LDL >= 29.906) | Pt_DKAFlg <= 72.650) [Discrimination Score: 72.650; Robustness + : 72.650; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](HbA1cImputeDtMnC >= 15.497 -> TSH <= 1.298) [Discrimination Score: -1.298; Robustness + : -1.298; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((BGTestAvgNumPtRep >= 0.338 | HDL >= 22.891) | Pt_CGMUseNumDays >= 18.370) & bmiZscore <= 73.207) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](BldPrSys >= 116.105 -> TSH <= 0.926) [Discrimination Score: -8339407278142333.000; Robustness + : -0.926; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((BldPrSys <= 120.130 -> diabDur >= 7.603) -> TotalDailyInsPerKg <= 7.938) -> LDL >= 5.312) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](((AlbCreatRat_mggNew >= 9.594 | bmiZscore <= 0.657) -> AutonomicNeuroCl <= 0.485) & bmi <= 0.392) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((bmiZscore >= 0.183 & TSH <= 1.376) | GFR <= 1.820) | SMBGperDayPtMeterCombo >= 0.006) [Discrimination Score: 142.824; Robustness + : 67.328; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](bmiPerc >= 0.617 | TSH <= 0.661) [Discrimination Score: 0.661; Robustness + : 0.661; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Pt_CGMUseNumDays <= 0.000 | Pt_CGMUseNumDays >= 0.000) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](((Pt_A1cGoalLev <= 5.385 | Pt_SiblingT1D <= 0.000) -> SMBGperDayPtMeterCombo >= 0.000) -> Triglyc <= 0.000) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((age <= 15.746 & bmiZscore >= 0.038) & age <= 0.598) [Discrimination Score: 0.545; Robustness + : 0.252; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
