,Initial Rule Trees
838,"(Mort <= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
839,"(ALT_GPT >= ?) U[?,?] (y <= ?)"
840,"(direct >= ?) U[?,?] (SpO2 >= ?)"
841,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (O2_Flow >= ?)"
842,"(SBP >= ?) U[?,?] (MET >= ?)"
843,"(lds >= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT >= ?)"
844,"(ALBUMIN >= ?) U[?,?] (CHLORIDE >= ?)"
845,"(ALT_GPT >= ?) U[?,?] (ALT_GPT >= ?)"
846,"(CO2 >= ?) U[?,?] (death <= ?)"
847,"(ICU_Pt_Days >= ?) U[?,?] (Pulse <= ?)"
848,"(MET >= ?) U[?,?] (O2_Flow >= ?)"
849,"(SBP <= ?) U[?,?] (Resp >= ?)"
850,"(SBP >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
851,"(LOS >= ?) U[?,?] (MET <= ?)"
852,"(Mort <= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT >= ?)"
853,"(SBP >= ?) U[?,?] (LOS >= ?)"
854,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (SBP <= ?)"
855,"(ICU_Pt_Days >= ?) U[?,?] (SpO2 >= ?)"
856,"(CO2 >= ?) U[?,?] (SpO2 >= ?)"
857,"(direct <= ?) U[?,?] (Pulse >= ?)"
858,"(AST_GOT >= ?) U[?,?] (direct <= ?)"
859,"(MET >= ?) U[?,?] (MET <= ?)"
860,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (y <= ?)"
861,"(y <= ?) U[?,?] (Pulse <= ?)"
862,"G[?,?](ICU_Pt_Days >= ? -> death <= ?)"
863,"(death >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
864,"G[?,?](LOS <= ? | Glasgow_Coma_Scale_Total <= ?)"
865,"(SBP >= ?) U[?,?] (Pulse >= ?)"
866,"(SBP >= ?) U[?,?] (LOS <= ?)"
867,"(Pulse >= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
868,"(ALT_GPT >= ?) U[?,?] (direct >= ?)"
869,"G[?,?](tte <= ? -> Mort >= ?)"
870,"(Resp <= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
871,"(lds >= ?) U[?,?] (SBP >= ?)"
872,"(MET <= ?) U[?,?] (Temp <= ?)"
873,"(n_evts >= ?) U[?,?] (n_evts >= ?)"
874,"(ICU_Pt_Days >= ?) U[?,?] (Resp <= ?)"
875,"G[?,?](LOS >= ? | y <= ?)"
876,"(n_evts >= ?) U[?,?] (AST_GOT >= ?)"
877,"G[?,?](Mort >= ? | ICU_Pt_Days <= ?)"
878,"(Pulse <= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
879,"G[?,?](LOS <= ? -> Mort >= ?)"
880,"(MET <= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
881,"G[?,?](Mort <= ? | Glasgow_Coma_Scale_Total <= ?)"
882,"(n_evts <= ?) U[?,?] (ICU_Pt_Days >= ?)"
883,"(CHLORIDE >= ?) U[?,?] (Temp >= ?)"
884,"(O2_Flow <= ?) U[?,?] (SBP <= ?)"
885,"G[?,?](ICU_Pt_Days <= ? & LOS <= ?)"
886,"(Resp >= ?) U[?,?] (SBP <= ?)"
887,"(CALCIUM >= ?) U[?,?] (n_evts <= ?)"
888,"(ICU_Pt_Days <= ?) U[?,?] (Mort >= ?)"
889,"(LOS <= ?) U[?,?] (O2_Flow <= ?)"
890,"(y <= ?) U[?,?] (ICU_Pt_Days >= ?)"
891,"(direct <= ?) U[?,?] (LOS >= ?)"
892,"G[?,?](ICU_Pt_Days <= ? | Mort <= ?)"
893,"(SBP <= ?) U[?,?] (Pulse <= ?)"
894,"(n_evts <= ?) U[?,?] (SpO2 <= ?)"
895,"(MET >= ?) U[?,?] (AST_GOT >= ?)"
896,"(ALT_GPT >= ?) U[?,?] (Resp <= ?)"
897,"(SpO2 <= ?) U[?,?] (Temp <= ?)"
898,"(direct <= ?) U[?,?] (Temp >= ?)"
899,"(n_evts <= ?) U[?,?] (Temp >= ?)"
900,"(MET >= ?) U[?,?] (ICU_Pt_Days >= ?)"
901,"(Pulse <= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
902,"(ALT_GPT >= ?) U[?,?] (tte >= ?)"
903,"(SBP <= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT >= ?)"
904,"(Pulse <= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT >= ?)"
905,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (LOS >= ?)"
906,"(SpO2 >= ?) U[?,?] (death <= ?)"
907,"(O2_Flow <= ?) U[?,?] (LOS <= ?)"
908,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (MET >= ?)"
909,"(SpO2 <= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
910,"(Resp >= ?) U[?,?] (ICU_Pt_Days >= ?)"
911,"(LOS <= ?) U[?,?] (Mort <= ?)"
912,"(ICU_Pt_Days <= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
913,"(Mort <= ?) U[?,?] (LOS <= ?)"
914,"(direct >= ?) U[?,?] (CALCIUM >= ?)"
915,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (O2_Flow >= ?)"
916,"(y <= ?) U[?,?] (Temp <= ?)"
917,"(death <= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
918,"(MET <= ?) U[?,?] (direct >= ?)"
919,"(Temp >= ?) U[?,?] (AST_GOT >= ?)"
920,"(death >= ?) U[?,?] (O2_Flow <= ?)"
921,"(direct >= ?) U[?,?] (O2_Flow >= ?)"
922,"(y >= ?) U[?,?] (AST_GOT >= ?)"
923,"(MET >= ?) U[?,?] (death >= ?)"
924,"G[?,?](LOS >= ? | LOS >= ?)"
925,"(ALT_GPT >= ?) U[?,?] (O2_Flow <= ?)"
926,"(death <= ?) U[?,?] (Temp <= ?)"
927,"(O2_Flow >= ?) U[?,?] (Temp <= ?)"
928,"(LOS >= ?) U[?,?] (direct <= ?)"
929,"(O2_Flow >= ?) U[?,?] (Resp <= ?)"
930,"G[?,?](Mort >= ? | y <= ?)"
931,"G[?,?](LOS >= ? -> n_evts >= ?)"
932,"G[?,?](Mort >= ? -> LOS <= ?)"
933,"(O2_Flow >= ?) U[?,?] (y >= ?)"
934,"(death >= ?) U[?,?] (SBP >= ?)"
935,"G[?,?](edrk <= ? -> LACTIC_ACID >= ?)"
936,"(Temp >= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
937,"(death >= ?) U[?,?] (Resp >= ?)"
938,"(y <= ?) U[?,?] (LOS <= ?)"
939,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (death <= ?)"
940,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (SBP >= ?)"
941,"(LOS >= ?) U[?,?] (y >= ?)"
942,"(n_evts >= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
943,"(y >= ?) U[?,?] (ICU_Pt_Days >= ?)"
944,"(Temp >= ?) U[?,?] (LOS >= ?)"
945,"G[?,?](ICU_Pt_Days <= ? & SBP >= ?)"
946,"(CO2 >= ?) U[?,?] (n_evts >= ?)"
947,"(LOS >= ?) U[?,?] (n_evts >= ?)"
948,"(death <= ?) U[?,?] (O2_Flow <= ?)"
949,"(tte <= ?) U[?,?] (SBP <= ?)"
950,"(y >= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
951,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
952,"(tte >= ?) U[?,?] (y >= ?)"
953,"(death >= ?) U[?,?] (death <= ?)"
954,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (Mort <= ?)"
955,"(Resp >= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
956,"(n_evts >= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT >= ?)"
957,"(CO2 >= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
958,"G[?,?](Mort <= ? -> y <= ?)"
959,"(SpO2 <= ?) U[?,?] (SBP <= ?)"
960,"(direct >= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
961,"(ICU_Pt_Days <= ?) U[?,?] (n_evts >= ?)"
962,"(MET <= ?) U[?,?] (n_evts <= ?)"
963,"(direct <= ?) U[?,?] (Mort <= ?)"
964,"(SpO2 >= ?) U[?,?] (MET <= ?)"
965,"G[?,?](ICU_Pt_Days >= ? -> LOS <= ?)"
966,"G[?,?](ICU_Pt_Days >= ? | n_evts >= ?)"
967,"(Resp >= ?) U[?,?] (CHLORIDE >= ?)"
968,"(Mort >= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
969,"G[?,?](n_evts >= ? -> LOS >= ?)"
970,"(Mort <= ?) U[?,?] (SBP <= ?)"
971,"(SpO2 <= ?) U[?,?] (tte <= ?)"
972,"(tte <= ?) U[?,?] (ALT_GPT >= ?)"
973,"(Temp <= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
974,"(CHLORIDE >= ?) U[?,?] (death >= ?)"
975,"(SpO2 >= ?) U[?,?] (n_evts <= ?)"
976,"(death <= ?) U[?,?] (SBP <= ?)"
977,"(ICU_Pt_Days >= ?) U[?,?] (SBP >= ?)"
978,"(O2_Flow >= ?) U[?,?] (SpO2 >= ?)"
979,"G[?,?](Mort <= ? | y <= ?)"
980,"(O2_Flow <= ?) U[?,?] (Pulse >= ?)"
981,"(CALCIUM >= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
982,"(CALCIUM >= ?) U[?,?] (Mort <= ?)"
983,"(tte <= ?) U[?,?] (CHLORIDE >= ?)"
984,"G[?,?](n_evts <= ? -> y <= ?)"
985,"(CO2 >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
986,"G[?,?](n_evts <= ? -> y >= ?)"
987,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (SpO2 <= ?)"
988,"(SpO2 <= ?) U[?,?] (Mort >= ?)"
989,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (Resp <= ?)"
990,"(AST_GOT >= ?) U[?,?] (tte <= ?)"
991,"(LOS >= ?) U[?,?] (Temp >= ?)"
992,"(O2_Flow <= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
993,"(y <= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
994,"(Mort <= ?) U[?,?] (MET <= ?)"
995,"(SpO2 >= ?) U[?,?] (CALCIUM >= ?)"
996,"(Pulse <= ?) U[?,?] (Pulse >= ?)"
997,"(Pulse <= ?) U[?,?] (SpO2 >= ?)"
998,"(Temp <= ?) U[?,?] (direct <= ?)"
999,"(death >= ?) U[?,?] (Temp >= ?)"
1000,"(y <= ?) U[?,?] (n_evts <= ?)"
1001,"(AST_GOT >= ?) U[?,?] (Mort <= ?)"
1002,"(n_evts <= ?) U[?,?] (LOS <= ?)"
1003,"G[?,?](LOS <= ? & ICU_Pt_Days <= ?)"
1004,"(SpO2 <= ?) U[?,?] (death >= ?)"
1005,"(Resp <= ?) U[?,?] (MET <= ?)"
1006,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (ALBUMIN >= ?)"
1007,"(SpO2 <= ?) U[?,?] (CHLORIDE >= ?)"
1008,"(Mort <= ?) U[?,?] (O2_Flow <= ?)"
1009,"(MET >= ?) U[?,?] (Resp <= ?)"
1010,"G[?,?](ICU_Pt_Days <= ? & ICU_Pt_Days <= ?)"
1011,"(MET >= ?) U[?,?] (direct >= ?)"
1012,"(Pulse >= ?) U[?,?] (death <= ?)"
1013,"G[?,?](LOS >= ? & LOS <= ?)"
1014,"(LOS <= ?) U[?,?] (n_evts >= ?)"
1015,"(ALT_GPT >= ?) U[?,?] (ALBUMIN >= ?)"
1016,"(tte >= ?) U[?,?] (y <= ?)"
1017,"(CHLORIDE >= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1018,"(ICU_Pt_Days <= ?) U[?,?] (y >= ?)"
1019,"G[?,?](LOS <= ? -> ICU_Pt_Days >= ?)"
1020,"(Mort <= ?) U[?,?] (direct <= ?)"
1021,"(Pulse <= ?) U[?,?] (y <= ?)"
1022,"(ALT_GPT >= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT >= ?)"
1023,"(SBP >= ?) U[?,?] (AST_GOT >= ?)"
1024,"G[?,?](Mort <= ? -> ICU_Pt_Days <= ?)"
1025,"(Mort >= ?) U[?,?] (MET <= ?)"
1026,"(ICU_Pt_Days <= ?) U[?,?] (SBP >= ?)"
1027,"(Mort >= ?) U[?,?] (tte <= ?)"
1028,"(death >= ?) U[?,?] (MET <= ?)"
1029,"G[?,?](Mort <= ? -> ICU_Pt_Days >= ?)"
1030,"(Resp <= ?) U[?,?] (LOS <= ?)"
1031,"(tte <= ?) U[?,?] (MET <= ?)"
1032,"(CALCIUM >= ?) U[?,?] (ICU_Pt_Days <= ?)"
1033,"G[?,?](ICU_Pt_Days <= ? -> y >= ?)"
1034,"G[?,?](ICU_Pt_Days >= ? | LOS >= ?)"
1035,"G[?,?](LOS <= ? -> death <= ?)"
1036,"(SBP >= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT >= ?)"
1037,"(AST_GOT >= ?) U[?,?] (O2_Flow >= ?)"
1038,"(ALBUMIN >= ?) U[?,?] (n_evts <= ?)"
1039,"(CO2 >= ?) U[?,?] (y <= ?)"
1040,"G[?,?](Mort <= ? -> y >= ?)"
1041,"G[?,?](n_evts >= ? -> n_evts >= ?)"
1042,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (MET <= ?)"
1043,"(CO2 >= ?) U[?,?] (SBP >= ?)"
1044,"(death >= ?) U[?,?] (AST_GOT >= ?)"
1045,"(LOS >= ?) U[?,?] (n_evts <= ?)"
1046,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (ALT_GPT >= ?)"
1047,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (Mort <= ?)"
1048,"(death >= ?) U[?,?] (y <= ?)"
1049,"(y >= ?) U[?,?] (Resp >= ?)"
1050,"(y <= ?) U[?,?] (Temp >= ?)"
1051,"(Temp <= ?) U[?,?] (Resp <= ?)"
1052,"(lds >= ?) U[?,?] (CHLORIDE >= ?)"
1053,"(tte >= ?) U[?,?] (n_evts <= ?)"
1054,"(AST_GOT >= ?) U[?,?] (SpO2 >= ?)"
1055,"G[?,?](ICU_Pt_Days <= ? -> ICU_Pt_Days <= ?)"
1056,"(LOS >= ?) U[?,?] (SBP <= ?)"
1057,"G[?,?](y <= ? -> n_evts >= ?)"
1058,"(death >= ?) U[?,?] (n_evts >= ?)"
1059,"(Temp >= ?) U[?,?] (y <= ?)"
1060,"(CHLORIDE >= ?) U[?,?] (Mort >= ?)"
1061,"(CALCIUM >= ?) U[?,?] (tte >= ?)"
1062,"(O2_Flow <= ?) U[?,?] (Resp >= ?)"
1063,"(Temp <= ?) U[?,?] (O2_Flow >= ?)"
1064,"G[?,?](LOS >= ? & ICU_Pt_Days <= ?)"
1065,"G[?,?](Mort >= ? -> n_evts <= ?)"
1066,"(Temp <= ?) U[?,?] (O2_Flow <= ?)"
1067,"(AST_GOT >= ?) U[?,?] (Temp <= ?)"
1068,"(Pulse >= ?) U[?,?] (ICU_Pt_Days <= ?)"
1069,"G[?,?](edrk <= ? -> ICU_Pt_Days >= ?)"
1070,"(tte >= ?) U[?,?] (death >= ?)"
1071,"(ICU_Pt_Days >= ?) U[?,?] (MET <= ?)"
1072,"G[?,?](n_evts <= ? | y <= ?)"
1073,"(Mort >= ?) U[?,?] (y >= ?)"
1074,"(O2_Flow >= ?) U[?,?] (tte <= ?)"
1075,"(ICU_Pt_Days <= ?) U[?,?] (Resp <= ?)"
1076,"(LOS <= ?) U[?,?] (death >= ?)"
1077,"(n_evts <= ?) U[?,?] (SBP >= ?)"
1078,"(ICU_Pt_Days >= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1079,"G[?,?](Mort <= ? & ICU_Pt_Days >= ?)"
1080,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (n_evts >= ?)"
1081,"(SBP >= ?) U[?,?] (SpO2 <= ?)"
1082,"(LOS >= ?) U[?,?] (ICU_Pt_Days <= ?)"
1083,"(direct >= ?) U[?,?] (LOS <= ?)"
1084,"(y >= ?) U[?,?] (SpO2 >= ?)"
1085,"(CO2 >= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1086,"(death <= ?) U[?,?] (n_evts >= ?)"
1087,"(Temp >= ?) U[?,?] (Pulse <= ?)"
1088,"(SpO2 <= ?) U[?,?] (Resp <= ?)"
1089,"(SBP <= ?) U[?,?] (SBP <= ?)"
1090,"(y <= ?) U[?,?] (y <= ?)"
1091,"(Resp <= ?) U[?,?] (Resp <= ?)"
1092,"G[?,?](Mort >= ? | n_evts <= ?)"
1093,"(direct >= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
1094,"(SpO2 >= ?) U[?,?] (SpO2 <= ?)"
1095,"G[?,?](ICU_Pt_Days <= ? -> LOS <= ?)"
1096,"F[?,?](LOS <= ? & ICU_Pt_Days >= ?)"
1097,"(ICU_Pt_Days <= ?) U[?,?] (ICU_Pt_Days >= ?)"
1098,"(Temp <= ?) U[?,?] (death <= ?)"
1099,"(Mort <= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
1100,"(SpO2 >= ?) U[?,?] (O2_Flow <= ?)"
1101,"(SBP <= ?) U[?,?] (Temp >= ?)"
1102,"G[?,?](PROTIME_INR <= ? | n_evts <= ?)"
1103,"(ICU_Pt_Days >= ?) U[?,?] (death <= ?)"
1104,"(Resp >= ?) U[?,?] (LOS >= ?)"
1105,"(LOS <= ?) U[?,?] (CHLORIDE >= ?)"
1106,"(Resp >= ?) U[?,?] (ALBUMIN >= ?)"
1107,"(SpO2 <= ?) U[?,?] (Mort <= ?)"
1108,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (n_evts <= ?)"
1109,"G[?,?](n_evts >= ? -> Mort <= ?)"
1110,"F[?,?](Mort <= ? & CREATININE <= ?)"
1111,"(n_evts <= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
1112,"(Pulse <= ?) U[?,?] (SpO2 <= ?)"
1113,"(direct <= ?) U[?,?] (death <= ?)"
1114,"(O2_Flow <= ?) U[?,?] (SBP >= ?)"
1115,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (MET >= ?)"
1116,"(ALT_GPT >= ?) U[?,?] (tte <= ?)"
1117,"(direct <= ?) U[?,?] (death >= ?)"
1118,"(LOS <= ?) U[?,?] (ALBUMIN >= ?)"
1119,"(Temp <= ?) U[?,?] (SBP >= ?)"
1120,"(Pulse <= ?) U[?,?] (SBP <= ?)"
1121,"(AST_GOT >= ?) U[?,?] (LOS >= ?)"
1122,"G[?,?](n_evts <= ? -> ICU_Pt_Days <= ?)"
1123,"(SpO2 >= ?) U[?,?] (CHLORIDE >= ?)"
1124,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (ALBUMIN >= ?)"
1125,"(CALCIUM >= ?) U[?,?] (tte <= ?)"
1126,"(death >= ?) U[?,?] (O2_Flow >= ?)"
1127,"(SBP >= ?) U[?,?] (SBP >= ?)"
1128,"(SBP >= ?) U[?,?] (O2_Flow <= ?)"
1129,"(Temp >= ?) U[?,?] (direct <= ?)"
1130,"(ALBUMIN >= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
1131,"(Mort <= ?) U[?,?] (MET >= ?)"
1132,"(O2_Flow >= ?) U[?,?] (SpO2 <= ?)"
1133,"(ALBUMIN >= ?) U[?,?] (direct >= ?)"
1134,"(ICU_Pt_Days <= ?) U[?,?] (SpO2 <= ?)"
1135,"(death <= ?) U[?,?] (y <= ?)"
1136,"(Resp <= ?) U[?,?] (SpO2 >= ?)"
1137,"(LOS >= ?) U[?,?] (SpO2 >= ?)"
1138,"(SpO2 <= ?) U[?,?] (y >= ?)"
1139,"(SBP <= ?) U[?,?] (death >= ?)"
1140,"G[?,?](LOS <= ? & LOS >= ?)"
1141,"(CALCIUM >= ?) U[?,?] (y <= ?)"
1142,"(MET <= ?) U[?,?] (SBP >= ?)"
1143,"(LOS >= ?) U[?,?] (Temp <= ?)"
1144,"G[?,?](PROTIME_INR <= ? | death >= ?)"
1145,"G[?,?](LOS >= ? & Mort <= ?)"
1146,"(AST_GOT >= ?) U[?,?] (y >= ?)"
1147,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (Temp <= ?)"
1148,"(Temp >= ?) U[?,?] (LOS <= ?)"
1149,"F[?,?](Mort <= ? & ICU_Pt_Days >= ?)"
1150,"(y <= ?) U[?,?] (y >= ?)"
1151,"(Temp <= ?) U[?,?] (n_evts >= ?)"
1152,"(Mort >= ?) U[?,?] (ALBUMIN >= ?)"
1153,"(CALCIUM >= ?) U[?,?] (Temp <= ?)"
1154,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (y <= ?)"
1155,"(tte >= ?) U[?,?] (O2_Flow >= ?)"
1156,"(MET <= ?) U[?,?] (SBP <= ?)"
1157,"G[?,?](Mort <= ? | death >= ?)"
1158,"(AST_GOT >= ?) U[?,?] (y <= ?)"
1159,"F[?,?](LOS <= ? & LOS <= ?)"
1160,"(CHLORIDE >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
1161,"(ICU_Pt_Days <= ?) U[?,?] (Temp <= ?)"
1162,"(Pulse <= ?) U[?,?] (death >= ?)"
1163,"G[?,?](Mort >= ? | death >= ?)"
1164,"(SBP <= ?) U[?,?] (ICU_Pt_Days >= ?)"
1165,"(Resp >= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT >= ?)"
1166,"(lds >= ?) U[?,?] (AST_GOT >= ?)"
1167,"(Temp <= ?) U[?,?] (CALCIUM >= ?)"
1168,"(ALBUMIN >= ?) U[?,?] (tte <= ?)"
1169,"(Mort >= ?) U[?,?] (y <= ?)"
1170,"(n_evts >= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
1171,"(ALT_GPT >= ?) U[?,?] (Mort >= ?)"
1172,"(O2_Flow >= ?) U[?,?] (direct >= ?)"
1173,"G[?,?](Mort >= ? -> LOS >= ?)"
1174,"(y <= ?) U[?,?] (LOS >= ?)"
1175,"(MET >= ?) U[?,?] (n_evts <= ?)"
1176,"(SpO2 <= ?) U[?,?] (Pulse >= ?)"
1177,"(Resp <= ?) U[?,?] (O2_Flow <= ?)"
1178,"(AST_GOT >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
1179,"G[?,?](LOS >= ? -> ICU_Pt_Days <= ?)"
1180,"(tte >= ?) U[?,?] (LOS >= ?)"
1181,"(Pulse >= ?) U[?,?] (MET <= ?)"
1182,"(Temp >= ?) U[?,?] (CHLORIDE >= ?)"
1183,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (SBP <= ?)"
1184,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (CHLORIDE >= ?)"
1185,"(tte <= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
1186,"G[?,?](LOS <= ? | LOS >= ?)"
1187,"(MET >= ?) U[?,?] (SBP >= ?)"
1188,"G[?,?](ICU_Pt_Days >= ? -> tte <= ?)"
1189,"G[?,?](PROTIME_INR <= ? | Mort <= ?)"
1190,"(ALBUMIN >= ?) U[?,?] (SBP >= ?)"
1191,"G[?,?](PROTIME_INR <= ? | LOS <= ?)"
1192,"(death >= ?) U[?,?] (LOS >= ?)"
1193,"(Mort <= ?) U[?,?] (SBP >= ?)"
1194,"G[?,?](n_evts <= ? | Mort >= ?)"
1195,"(SBP <= ?) U[?,?] (SpO2 >= ?)"
1196,"(LOS >= ?) U[?,?] (death <= ?)"
1197,"(tte >= ?) U[?,?] (n_evts >= ?)"
1198,"(ALBUMIN >= ?) U[?,?] (LOS <= ?)"
1199,"(SpO2 >= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT >= ?)"
1200,"(Temp >= ?) U[?,?] (Resp >= ?)"
1201,"(ICU_Pt_Days <= ?) U[?,?] (CHLORIDE >= ?)"
1202,"(n_evts >= ?) U[?,?] (n_evts <= ?)"
1203,"(y <= ?) U[?,?] (ALBUMIN >= ?)"
1204,"(y >= ?) U[?,?] (tte >= ?)"
1205,"(MET <= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1206,"(MET <= ?) U[?,?] (ICU_Pt_Days >= ?)"
1207,"(y >= ?) U[?,?] (O2_Flow >= ?)"
1208,"(y >= ?) U[?,?] (CALCIUM >= ?)"
1209,"G[?,?](n_evts >= ? -> death <= ?)"
1210,"(ICU_Pt_Days >= ?) U[?,?] (O2_Flow <= ?)"
1211,"(y <= ?) U[?,?] (AST_GOT >= ?)"
1212,"F[?,?](ICU_Pt_Days >= ? & ICU_Pt_Days <= ?)"
1213,"(AST_GOT >= ?) U[?,?] (Pulse <= ?)"
1214,"(n_evts >= ?) U[?,?] (Pulse >= ?)"
1215,"(Resp >= ?) U[?,?] (direct >= ?)"
1216,"(MET >= ?) U[?,?] (ICU_Pt_Days <= ?)"
1217,"(y >= ?) U[?,?] (Pulse >= ?)"
1218,"(MET >= ?) U[?,?] (tte >= ?)"
1219,"(Resp >= ?) U[?,?] (Resp >= ?)"
1220,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (Pulse <= ?)"
1221,"(y <= ?) U[?,?] (Mort <= ?)"
1222,"(LOS <= ?) U[?,?] (CALCIUM >= ?)"
1223,"G[?,?](n_evts >= ? -> ICU_Pt_Days >= ?)"
1224,"(lds >= ?) U[?,?] (direct >= ?)"
1225,"(LOS <= ?) U[?,?] (SBP >= ?)"
1226,"(O2_Flow >= ?) U[?,?] (CALCIUM >= ?)"
1227,"(SBP >= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
1228,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (tte <= ?)"
1229,"(CHLORIDE >= ?) U[?,?] (ICU_Pt_Days <= ?)"
1230,"(CALCIUM >= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT >= ?)"
1231,"G[?,?](HEMOGLOBIN >= ? | Mort <= ?)"
1232,"(ALT_GPT >= ?) U[?,?] (AST_GOT >= ?)"
1233,"(CHLORIDE >= ?) U[?,?] (LOS >= ?)"
1234,"(y <= ?) U[?,?] (tte >= ?)"
1235,"G[?,?](LOS >= ? | n_evts >= ?)"
1236,"(ALBUMIN >= ?) U[?,?] (ICU_Pt_Days >= ?)"
1237,"(ALBUMIN >= ?) U[?,?] (Pulse >= ?)"
1238,"(death <= ?) U[?,?] (Resp >= ?)"
1239,"(LOS <= ?) U[?,?] (Pulse >= ?)"
1240,"(LOS <= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
1241,"G[?,?](Mort >= ? | n_evts >= ?)"
1242,"(MET <= ?) U[?,?] (death <= ?)"
1243,"G[?,?](ICU_Pt_Days >= ? | LOS <= ?)"
1244,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (Mort >= ?)"
1245,"(CHLORIDE >= ?) U[?,?] (AST_GOT >= ?)"
1246,"(CO2 >= ?) U[?,?] (LOS >= ?)"
1247,"(ALKALINE_PHOSPHATASE >= ?) U[?,?] (ALKALINE_PHOSPHATASE >= ?)"
1248,"(Mort <= ?) U[?,?] (n_evts <= ?)"
1249,"(ALT_GPT >= ?) U[?,?] (SpO2 >= ?)"
1250,"F[?,?](Mort <= ? & ICU_Pt_Days <= ?)"
1251,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (LOS <= ?)"
