,LDP Rule,Client Rule,LDP Count,Client Count
0,"G[0,0]((ICU_Pt_Days = 0.000 | n_evts > 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | n_evts > 0.000))",0.364,0.01
393,"G[0,0]((LOS = 0.000 | Mort > 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
394,"G[0,0]((y < 0.000 | direct = 0.000))","G[0,0]((direct < 0.000 | y < 0.000))",0.443,0.02
395,"G[0,0]((Mort > 0.000 | direct < 0.000))","G[0,0]((direct < 0.000 | y < 0.000))",0.443,0.02
396,"G[0,0]((y > 0.000 | death = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.261,0.04
397,"G[0,0]((y = 0.000 | n_evts > 0.000))","G[0,0]((n_evts < 0.000 | y > 0.000))",0.375,0.01
398,"G[0,0]((death < 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((death < 0.000 | ICU_Pt_Days < 0.000))",0.364,0.01
399,"G[0,0]((tte < 0.000 | WHITE_BLOOD_CELL_COUNT = 0.000))","G[0,0]((SODIUM > 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))",0.182,0.02
400,"G[0,0]((Mort < 0.000 | n_evts > 0.000))","G[0,0]((Mort < 0.000 | n_evts > 0.000))",0.341,0.01
401,"G[0,0]((s8_hr < 0.000 | y = 0.000))","G[0,0]((MET > 0.000 | y < 0.000))",0.375,0.03
402,"G[0,0]((GLUCOSE > 0.000 | LOS = 0.000))","G[0,0]((LOS < 0.000 | s24_hr > 0.000))",0.33,0.01
403,"G[0,0]((death < 0.000 | MET = 0.000))","G[0,0]((death < 0.000 | MET < 0.000))",0.261,0.01
404,"G[0,0]((y > 0.000 | Mort > 0.000))","G[0,0]((SBP < 0.000 | y > 0.000))",0.214,0.02
405,"G[0,0]((y < 0.000 | death < 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.375,0.04
406,"G[0,0]((y > 0.000 | n_evts = 0.000))","G[0,0]((MET > 0.000 | n_evts < 0.000))",0.443,0.03
407,"G[0,0]((tte < 0.000 | MET < 0.000))","G[0,0]((MET < 0.000 | tte > 0.000))",0.227,0.02
408,"G[0,0]((ICU_Pt_Days = 0.000 | y = 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | y < 0.000))",0.375,0.01
409,"F[0,0]((s24_edrk < 0.000 & direct = 0.000))","F[0,0]((s24_edrk < 0.000 & y > 0.000))",0.104,0.03
410,"G[0,0]((GLUCOSE > 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | SODIUM < 0.000))",0.364,0.01
411,"G[0,0]((MET < 0.000 | Mort > 0.000))","G[0,0]((edrk < 0.000 | MET < 0.000))",0.227,0.02
412,"G[0,0]((ICU_Pt_Days = 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | PARTIAL_THROMBOPLASTIN_TIME < 0.000))",0.364,0.02
413,"G[0,0]((death = 0.000 | Mort = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.341,0.04
414,"G[0,0]((direct < 0.000 | death < 0.000))","G[0,0]((direct < 0.000 | lds < 0.000))",0.443,0.04
415,"G[0,0]((y < 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | y < 0.000))",0.375,0.01
416,"G[0,0]((LOS < 0.000 | Mort > 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
417,"G[0,0]((ICU_Pt_Days = 0.000 | tte < 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | tte < 0.000))",0.364,0.01
418,"G[0,0]((death = 0.000 | n_evts = 0.000))","G[0,0]((death < 0.000 | n_evts < 0.000))",0.443,0.01
419,"G[0,0]((y > 0.000 | ALBUMIN > 0.000))","G[0,0]((edrk > 0.000 | y > 0.000))",0.167,0.01
420,"G[0,0]((death = 0.000 | tte = 0.000))","G[0,0]((death < 0.000 | tte > 0.000))",0.261,0.02
421,"G[0,0]((death < 0.000 | y = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.375,0.04
422,"G[0,0]((GLUCOSE > 0.000 | direct = 0.000))","G[0,0]((direct < 0.000 | SpO2 < 0.000))",0.443,0.02
423,"G[0,0]((Mort = 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
424,"G[0,0]((ICU_Pt_Days > 0.000 | tte = 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | n_evts < 0.000))",0.262,0.02
425,"G[0,0]((death < 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
426,"G[0,0]((direct < 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((direct < 0.000 | ICU_Pt_Days > 0.000))",0.443,0.01
427,"G[0,0]((TOTAL_PROTEIN = 0.000 | tte < 0.000))","G[0,0]((AF > 0.000 | tte < 0.000))",0.159,0.01
428,"G[0,0]((Mort = 0.000 | MET = 0.000))","G[0,0]((MET < 0.000 | Mort < 0.000))",0.341,0.01
429,"G[0,0]((ICU_Pt_Days = 0.000 | MET < 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
430,"G[0,0]((death = 0.000 | death = 0.000))","G[0,0]((death < 0.000 | Glasgow_Coma_Scale_Total < 0.000))",0.261,0.01
431,"G[0,0]((ICU_Pt_Days = 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
432,"G[0,0]((Mort = 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
433,"G[0,0]((y = 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | s24_edrk > 0.000))",0.375,0.03
434,"G[0,0]((tte = 0.000 | direct = 0.000))","G[0,0]((direct < 0.000 | tte < 0.000))",0.443,0.01
435,"G[0,0]((n_evts = 0.000 | n_evts < 0.000))","G[0,0]((n_evts < 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))",0.443,0.02
436,"G[0,0]((n_evts > 0.000 | death < 0.000))","G[0,0]((death > 0.000 | n_evts < 0.000))",0.261,0.01
437,"G[0,0]((GLUCOSE > 0.000 | death < 0.000))","G[0,0]((death > 0.000 | GLUCOSE < 0.000))",0.261,0.01
438,"G[0,0]((ICU_Pt_Days = 0.000 | death < 0.000))","G[0,0]((death < 0.000 | ICU_Pt_Days < 0.000))",0.364,0.01
439,"F[0,0]((direct = 0.000 -> ICU_Pt_Days = 0.000))","F[0,0]((ICU_Pt_Days < 0.000 -> y = 0.000))",0.14,0.04
440,"G[0,0]((Mort = 0.000 | LOS = 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.341,0.02
441,"G[0,0]((n_evts < 0.000 | direct < 0.000))","G[0,0]((direct < 0.000 | n_evts < 0.000))",0.443,0.01
442,"G[0,0]((s8_hr < 0.000 | ALBUMIN > 0.000))","G[0,0]((GLUCOSE > 0.000 | s8_hr < 0.000))",0.17,0.01
443,"G[0,0]((LOS > 0.000 | Mort = 0.000))","G[0,0]((LOS > 0.000 | Mort < 0.000))",0.341,0.01
444,"G[0,0]((GLUCOSE > 0.000 | tte = 0.000))","G[0,0]((cosen < 0.000 | tte < 0.000))",0.202,0.02
445,"G[0,0]((n_evts < 0.000 | Mort = 0.000))","G[0,0]((Mort < 0.000 | n_evts < 0.000))",0.443,0.01
446,"G[0,0]((ICU_Pt_Days < 0.000 | y = 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | y < 0.000))",0.375,0.01
447,"G[0,0]((ICU_Pt_Days > 0.000 | ALBUMIN > 0.000))","G[0,0]((BLOOD_UREA_NITROGEN < 0.000 | ICU_Pt_Days > 0.000))",0.262,0.01
448,"G[0,0]((MET < 0.000 | tte = 0.000))","G[0,0]((MET < 0.000 | tte > 0.000))",0.227,0.02
449,"G[0,0]((y > 0.000 | tte < 0.000))","G[0,0]((tte > 0.000 | y < 0.000))",0.167,0.01
450,"G[0,0]((Mort > 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | Mort < 0.000))",0.364,0.01
451,"G[0,0]((ICU_Pt_Days > 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
452,"G[0,0]((Mort = 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.341,0.04
453,"G[0,0]((n_evts < 0.000 | y < 0.000))","G[0,0]((n_evts < 0.000 | y < 0.000))",0.443,0.02
454,"G[0,0]((y < 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.375,0.04
455,"G[0,0]((ICU_Pt_Days < 0.000 | death < 0.000))","G[0,0]((death < 0.000 | ICU_Pt_Days < 0.000))",0.364,0.01
456,"G[0,0]((death = 0.000 | y = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.375,0.04
457,"G[0,0]((Mort < 0.000 | direct < 0.000))","G[0,0]((direct < 0.000 | SODIUM < 0.000))",0.443,0.03
458,"G[0,0]((y > 0.000 | MET = 0.000))","G[0,0]((MET > 0.000 | y < 0.000))",0.227,0.03
459,"G[0,0]((y = 0.000 | tte = 0.000))","G[0,0]((tte < 0.000 | y < 0.000))",0.375,0.01
460,"G[0,0]((tte = 0.000 | death < 0.000))","G[0,0]((death < 0.000 | tte > 0.000))",0.261,0.02
461,"G[0,0]((GLUCOSE > 0.000 | MET = 0.000))","G[0,0]((MET < 0.000 | O2_Flow > 0.000))",0.227,0.01
462,"G[0,0]((y > 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
463,"G[0,0]((death < 0.000 | n_evts = 0.000))","G[0,0]((death < 0.000 | n_evts < 0.000))",0.443,0.01
464,"G[0,0]((death < 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.262,0.04
465,"G[0,0]((n_evts < 0.000 | direct = 0.000))","G[0,0]((direct < 0.000 | n_evts < 0.000))",0.443,0.01
466,"G[0,0]((LOS = 0.000 | n_evts < 0.000))","G[0,0]((LOS < 0.000 | n_evts < 0.000))",0.443,0.01
467,"G[0,0]((LOS = 0.000 | y = 0.000))","G[0,0]((MET > 0.000 | y < 0.000))",0.375,0.03
468,"G[0,0]((tte = 0.000 | death = 0.000))","G[0,0]((death < 0.000 | tte > 0.000))",0.261,0.02
469,"G[0,0]((GLUCOSE > 0.000 | death = 0.000))","G[0,0]((death > 0.000 | GLUCOSE < 0.000))",0.261,0.01
470,"G[0,0]((LOS = 0.000 | LOS < 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
471,"G[0,0]((n_evts > 0.000 | n_evts = 0.000))","G[0,0]((MET > 0.000 | n_evts < 0.000))",0.443,0.03
472,"G[0,0]((tte = 0.000 | Mort = 0.000))","G[0,0]((CREATININE < 0.000 | Mort < 0.000))",0.341,0.02
473,"G[0,0]((ICU_Pt_Days = 0.000 | n_evts = 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | n_evts < 0.000))",0.443,0.01
474,"G[0,0]((MET < 0.000 | Mort < 0.000))","G[0,0]((MET < 0.000 | Mort < 0.000))",0.341,0.01
475,"G[0,0]((n_evts < 0.000 | n_evts > 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.443,0.02
476,"G[0,0]((n_evts < 0.000 | Mort > 0.000))","G[0,0]((Mort < 0.000 | n_evts > 0.000))",0.443,0.01
477,"G[0,0]((GLUCOSE > 0.000 | ALBUMIN > 0.000))","G[0,0]((ALBUMIN > 0.000 | GLUCOSE > 0.000))",0.202,0.01
478,"G[0,0]((ICU_Pt_Days > 0.000 | WHITE_BLOOD_CELL_COUNT = 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | n_evts < 0.000))",0.262,0.02
479,"G[0,0]((Mort > 0.000 | death < 0.000))","G[0,0]((death > 0.000 | Mort < 0.000))",0.261,0.01
480,"G[0,0]((TOTAL_PROTEIN = 0.000 | LOS > 0.000))","G[0,0]((LOS > 0.000 | s24_edrk > 0.000))",0.333,0.01
481,"G[0,0]((y > 0.000 | LOS < 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.33,0.02
482,"G[0,0]((LOS = 0.000 | Mort = 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.341,0.02
483,"G[0,0]((n_evts > 0.000 | direct < 0.000))","G[0,0]((direct < 0.000 | SODIUM < 0.000))",0.443,0.03
484,"G[0,0]((ICU_Pt_Days < 0.000 | MET = 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
485,"G[0,0]((s8_hr < 0.000 | y < 0.000))","G[0,0]((MET > 0.000 | y < 0.000))",0.375,0.03
486,"G[0,0]((n_evts > 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | n_evts < 0.000))",0.364,0.02
487,"G[0,0]((y = 0.000 | LOS < 0.000))","G[0,0]((MET > 0.000 | y < 0.000))",0.375,0.03
488,"G[0,0]((direct < 0.000 | MET < 0.000))","G[0,0]((direct < 0.000 | SODIUM < 0.000))",0.443,0.03
489,"G[0,0]((y < 0.000 | Mort > 0.000))","G[0,0]((Pulse < 0.000 | y < 0.000))",0.375,0.02
490,"G[0,0]((TOTAL_PROTEIN = 0.000 | tte = 0.000))","G[0,0]((AF > 0.000 | tte < 0.000))",0.159,0.01
491,"G[0,0]((LOS > 0.000 | direct < 0.000))","G[0,0]((direct < 0.000 | lds < 0.000))",0.443,0.04
492,"G[0,0]((LOS < 0.000 | n_evts = 0.000))","G[0,0]((LOS < 0.000 | n_evts < 0.000))",0.443,0.01
493,"G[0,0]((tte = 0.000 | tte < 0.000))","G[0,0]((cosen < 0.000 | tte < 0.000))",0.159,0.02
494,"G[0,0]((tte = 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | tte < 0.000))",0.364,0.01
495,"G[0,0]((y > 0.000 | n_evts < 0.000))","G[0,0]((MET > 0.000 | n_evts < 0.000))",0.443,0.03
496,"G[0,0]((death = 0.000 | direct < 0.000))","G[0,0]((direct < 0.000 | lds < 0.000))",0.443,0.04
497,"F[0,0]((TOTAL_BILIRUBIN < 0.000 -> edrk < 0.000))","F[0,0]((edrk < 0.000 -> MET > 0.000))",0.065,0.01
498,"G[0,0]((direct < 0.000 | Mort < 0.000))","G[0,0]((direct < 0.000 | SODIUM < 0.000))",0.443,0.03
499,"G[0,0]((LOS = 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
500,"G[0,0]((n_evts < 0.000 | n_evts < 0.000))","G[0,0]((n_evts < 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))",0.443,0.02
501,"G[0,0]((ICU_Pt_Days > 0.000 | Mort > 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | Mort > 0.000))",0.262,0.01
502,"G[0,0]((ICU_Pt_Days > 0.000 | death < 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.262,0.04
503,"G[0,0]((s8_hr < 0.000 | Mort < 0.000))","G[0,0]((Mort < 0.000 | O2_Flow > 0.000))",0.341,0.02
504,"G[0,0]((n_evts < 0.000 | MET = 0.000))","G[0,0]((MET < 0.000 | n_evts < 0.000))",0.443,0.01
505,"G[0,0]((LOS = 0.000 | WHITE_BLOOD_CELL_COUNT = 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.33,0.02
506,"G[0,0]((tte < 0.000 | MET = 0.000))","G[0,0]((MET < 0.000 | tte > 0.000))",0.227,0.02
507,"G[0,0]((TOTAL_PROTEIN = 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | y < 0.000))",0.364,0.01
508,"G[0,0]((n_evts < 0.000 | n_evts = 0.000))","G[0,0]((n_evts < 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))",0.443,0.02
509,"G[0,0]((LOS > 0.000 | death = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
510,"G[0,0]((tte = 0.000 | ALBUMIN > 0.000))","G[0,0]((tte < 0.000 | y < 0.000))",0.159,0.01
511,"G[0,0]((LOS > 0.000 | direct = 0.000))","G[0,0]((direct < 0.000 | lds < 0.000))",0.443,0.04
512,"G[0,0]((tte < 0.000 | death < 0.000))","G[0,0]((death < 0.000 | tte > 0.000))",0.261,0.02
513,"G[0,0]((tte < 0.000 | direct < 0.000))","G[0,0]((direct < 0.000 | tte < 0.000))",0.443,0.01
514,"G[0,0]((y < 0.000 | n_evts < 0.000))","G[0,0]((n_evts < 0.000 | y < 0.000))",0.443,0.02
515,"G[0,0]((Mort < 0.000 | tte = 0.000))","G[0,0]((CREATININE < 0.000 | Mort < 0.000))",0.341,0.02
516,"G[0,0]((Mort = 0.000 | n_evts > 0.000))","G[0,0]((Mort < 0.000 | n_evts > 0.000))",0.341,0.01
517,"G[0,0]((direct < 0.000 | n_evts = 0.000))","G[0,0]((direct < 0.000 | n_evts < 0.000))",0.443,0.01
518,"G[0,0]((MET < 0.000 | Mort = 0.000))","G[0,0]((MET < 0.000 | Mort < 0.000))",0.341,0.01
519,"G[0,0]((Mort > 0.000 | Mort = 0.000))","G[0,0]((Mort > 0.000 | n_evts < 0.000))",0.341,0.02
520,"G[0,0]((Mort > 0.000 | MET < 0.000))","G[0,0]((MET > 0.000 | Mort < 0.000))",0.227,0.01
521,"G[0,0]((ICU_Pt_Days < 0.000 | LOS = 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
522,"G[0,0]((death < 0.000 | direct = 0.000))","G[0,0]((direct < 0.000 | lds < 0.000))",0.443,0.04
523,"G[0,0]((s8_hr < 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
524,"G[0,0]((s8_hr < 0.000 | direct < 0.000))","G[0,0]((direct < 0.000 | SODIUM < 0.000))",0.443,0.03
525,"G[0,0]((TOTAL_PROTEIN = 0.000 | Mort > 0.000))","G[0,0]((Mort > 0.000 | Pulse < 0.000))",0.214,0.01
526,"G[0,0]((n_evts > 0.000 | LOS > 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.333,0.02
527,"G[0,0]((y > 0.000 | tte = 0.000))","G[0,0]((tte > 0.000 | y < 0.000))",0.167,0.01
528,"G[0,0]((ICU_Pt_Days < 0.000 | y < 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | y < 0.000))",0.375,0.01
529,"G[0,0]((Mort < 0.000 | Mort = 0.000))","G[0,0]((CREATININE < 0.000 | Mort < 0.000))",0.341,0.02
530,"G[0,0]((y < 0.000 | tte = 0.000))","G[0,0]((tte < 0.000 | y < 0.000))",0.375,0.01
531,"G[0,0]((direct < 0.000 | direct = 0.000))","G[0,0]((direct < 0.000 | lds < 0.000))",0.443,0.04
532,"G[0,0]((n_evts = 0.000 | y < 0.000))","G[0,0]((n_evts < 0.000 | y < 0.000))",0.443,0.02
533,"G[0,0]((Mort < 0.000 | LOS < 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.341,0.02
534,"G[0,0]((n_evts < 0.000 | MET < 0.000))","G[0,0]((MET < 0.000 | n_evts < 0.000))",0.443,0.01
535,"G[0,0]((LOS > 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.364,0.04
536,"G[0,0]((n_evts > 0.000 | n_evts < 0.000))","G[0,0]((MET > 0.000 | n_evts < 0.000))",0.443,0.03
537,"G[0,0]((death = 0.000 | death < 0.000))","G[0,0]((death < 0.000 | Glasgow_Coma_Scale_Total < 0.000))",0.261,0.01
538,"G[0,0]((TOTAL_PROTEIN = 0.000 | n_evts > 0.000))","G[0,0]((Mort < 0.000 | n_evts > 0.000))",0.167,0.01
539,"G[0,0]((tte = 0.000 | LOS > 0.000))","G[0,0]((LOS < 0.000 | tte > 0.000))",0.333,0.01
540,"G[0,0]((ICU_Pt_Days = 0.000 | Mort = 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
541,"G[0,0]((GLUCOSE > 0.000 | WHITE_BLOOD_CELL_COUNT = 0.000))","G[0,0]((Temp > 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))",0.202,0.01
542,"G[0,0]((death < 0.000 | death = 0.000))","G[0,0]((death < 0.000 | Glasgow_Coma_Scale_Total < 0.000))",0.261,0.01
543,"G[0,0]((y = 0.000 | death < 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.375,0.04
544,"G[0,0]((ICU_Pt_Days < 0.000 | n_evts < 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | n_evts < 0.000))",0.443,0.01
545,"G[0,0]((death = 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
546,"G[0,0]((LOS = 0.000 | MET = 0.000))","G[0,0]((LOS < 0.000 | MET < 0.000))",0.33,0.01
547,"G[0,0]((Mort > 0.000 | y = 0.000))","G[0,0]((Pulse < 0.000 | y < 0.000))",0.375,0.02
548,"G[0,0]((death = 0.000 | LOS < 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.33,0.04
549,"G[0,0]((death < 0.000 | n_evts < 0.000))","G[0,0]((death < 0.000 | n_evts < 0.000))",0.443,0.01
550,"G[0,0]((n_evts = 0.000 | MET = 0.000))","G[0,0]((MET < 0.000 | n_evts < 0.000))",0.443,0.01
551,"G[0,0]((ICU_Pt_Days < 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
552,"G[0,0]((LOS = 0.000 | MET < 0.000))","G[0,0]((LOS < 0.000 | MET < 0.000))",0.33,0.01
553,"G[0,0]((Mort < 0.000 | direct = 0.000))","G[0,0]((direct < 0.000 | SODIUM < 0.000))",0.443,0.03
554,"G[0,0]((Mort < 0.000 | y = 0.000))","G[0,0]((MET > 0.000 | y < 0.000))",0.375,0.03
555,"G[0,0]((GLUCOSE > 0.000 | direct < 0.000))","G[0,0]((direct < 0.000 | SpO2 < 0.000))",0.443,0.02
556,"G[0,0]((y < 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))","G[0,0]((WHITE_BLOOD_CELL_COUNT < 0.000 | y < 0.000))",0.375,0.01
557,"G[0,0]((y < 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | y < 0.000))",0.375,0.01
558,"G[0,0]((death < 0.000 | Mort < 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.341,0.04
559,"G[0,0]((tte < 0.000 | y < 0.000))","G[0,0]((tte < 0.000 | y < 0.000))",0.375,0.01
560,"G[0,0]((n_evts > 0.000 | y = 0.000))","G[0,0]((MET > 0.000 | y < 0.000))",0.375,0.03
561,"G[0,0]((tte < 0.000 | tte = 0.000))","G[0,0]((cosen < 0.000 | tte < 0.000))",0.159,0.02
562,"G[0,0]((ICU_Pt_Days < 0.000 | LOS < 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
563,"G[0,0]((Mort < 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
564,"G[0,0]((s8_hr < 0.000 | tte = 0.000))","G[0,0]((LOS < 0.000 | s8_hr < 0.000))",0.17,0.02
565,"G[0,0]((Mort = 0.000 | ALBUMIN > 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | Mort < 0.000))",0.341,0.01
566,"G[0,0]((TOTAL_PROTEIN = 0.000 | MET = 0.000))","G[0,0]((MET < 0.000 | O2_Flow > 0.000))",0.227,0.01
567,"G[0,0]((LOS < 0.000 | death = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.33,0.04
568,"G[0,0]((MET < 0.000 | LOS > 0.000))","G[0,0]((LOS < 0.000 | MET > 0.000))",0.333,0.01
569,"G[0,0]((Mort < 0.000 | death < 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.341,0.04
570,"G[0,0]((ICU_Pt_Days < 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.364,0.04
571,"G[0,0]((s8_hr < 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
572,"G[0,0]((y > 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))","G[0,0]((SBP < 0.000 | y > 0.000))",0.182,0.02
573,"G[0,0]((ICU_Pt_Days = 0.000 | LOS = 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
574,"G[0,0]((death = 0.000 | Mort < 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.341,0.04
575,"G[0,0]((y < 0.000 | WHITE_BLOOD_CELL_COUNT = 0.000))","G[0,0]((WHITE_BLOOD_CELL_COUNT < 0.000 | y < 0.000))",0.375,0.01
576,"G[0,0]((tte < 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | tte < 0.000))",0.364,0.01
577,"G[0,0]((y = 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | y < 0.000))",0.375,0.01
578,"G[0,0]((ICU_Pt_Days > 0.000 | MET = 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | s24_edrk > 0.000))",0.262,0.03
579,"G[0,0]((TOTAL_PROTEIN = 0.000 | y < 0.000))","G[0,0]((CREATININE < 0.000 | y < 0.000))",0.375,0.01
580,"G[0,0]((LOS > 0.000 | Mort < 0.000))","G[0,0]((LOS > 0.000 | Mort < 0.000))",0.341,0.01
581,"G[0,0]((LOS > 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
582,"G[0,0]((direct < 0.000 | ALBUMIN > 0.000))","G[0,0]((direct < 0.000 | SBP > 0.000))",0.443,0.01
583,"G[0,0]((s8_hr < 0.000 | death = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.261,0.04
584,"G[0,0]((n_evts > 0.000 | WHITE_BLOOD_CELL_COUNT = 0.000))","G[0,0]((n_evts < 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))",0.182,0.02
585,"G[0,0]((ICU_Pt_Days < 0.000 | n_evts > 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | n_evts > 0.000))",0.364,0.01
586,"G[0,0]((n_evts > 0.000 | direct = 0.000))","G[0,0]((direct < 0.000 | SODIUM < 0.000))",0.443,0.03
587,"G[0,0]((y < 0.000 | tte < 0.000))","G[0,0]((tte < 0.000 | y < 0.000))",0.375,0.01
588,"G[0,0]((LOS < 0.000 | death < 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.33,0.04
589,"G[0,0]((ICU_Pt_Days > 0.000 | n_evts = 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | n_evts < 0.000))",0.443,0.02
590,"G[0,0]((direct < 0.000 | death = 0.000))","G[0,0]((direct < 0.000 | lds < 0.000))",0.443,0.04
591,"G[0,0]((n_evts > 0.000 | y < 0.000))","G[0,0]((MET > 0.000 | y < 0.000))",0.375,0.03
592,"G[0,0]((MET < 0.000 | death = 0.000))","G[0,0]((death < 0.000 | MET < 0.000))",0.261,0.01
593,"G[0,0]((Mort = 0.000 | MET < 0.000))","G[0,0]((MET < 0.000 | Mort < 0.000))",0.341,0.01
