,LDP Rule,Client Rule,LDP Count,Client Count
377,"F[0,0]((Temp < 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((AF > 0.000 | ICU_Pt_Days < 0.000))",0.044,0.01
378,"F[0,0]((GLUCOSE < 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((direct > 0.000 | GLUCOSE < 0.000))",0.044,0.02
379,"F[0,0]((PARTIAL_THROMBOPLASTIN_TIME > 0.000 | death > 0.000))","F[0,0]((death > 0.000 | HEMOGLOBIN < 0.000))",0.231,0.01
380,"F[0,0]((CALCIUM < 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((af > 0.000 | ICU_Pt_Days > 0.000))",0.231,0.01
381,"F[0,0]((ICU_Pt_Days > 0.000 | Mort > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | Mort > 0.000))",0.308,0.01
382,"F[0,0]((CALCIUM = 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | GLUCOSE < 0.000))",0.231,0.02
383,"F[0,0]((MET > 0.000 | LOS < 0.000))","F[0,0]((death > 0.000 | LOS < 0.000))",0.067,0.01
384,"F[0,0]((Resp < 0.000 | direct > 0.000))","F[0,0]((AF > 0.000 | direct > 0.000))",0.231,0.01
385,"F[0,0]((direct > 0.000 | Mort > 0.000))","F[0,0]((direct > 0.000 | Mort > 0.000))",0.308,0.01
386,"F[0,0]((LOS = 0.000 | Mort > 0.000))","F[0,0]((LOS < 0.000 | Mort > 0.000))",0.308,0.01
387,"F[0,0]((GLUCOSE = 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | GLUCOSE < 0.000))",0.231,0.02
388,"F[0,0]((LOS = 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((AF > 0.000 | ICU_Pt_Days > 0.000))",0.231,0.02
389,"F[0,0]((GLUCOSE = 0.000 | MET > 0.000))","F[0,0]((direct > 0.000 | GLUCOSE < 0.000))",0.062,0.02
390,"F[0,0]((ICU_Pt_Days < 0.000 | LOS > 0.000))","F[0,0]((LOS > 0.000 | Pulse > 0.000))",0.123,0.01
391,"F[0,0]((LOS > 0.000 | tte < 0.000))","F[0,0]((LOS > 0.000 | tte < 0.000))",0.244,0.01
392,"F[0,0]((ALKALINE_PHOSPHATASE > 0.000 | direct > 0.000))","F[0,0]((AF > 0.000 | direct > 0.000))",0.231,0.01
393,"F[0,0]((direct > 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((direct > 0.000 | ICU_Pt_Days > 0.000))",0.231,0.02
394,"F[0,0]((ALKALINE_PHOSPHATASE > 0.000 | ALKALINE_PHOSPHATASE > 0.000))","F[0,0]((ALKALINE_PHOSPHATASE > 0.000 | Glasgow_Coma_Scale_Total < 0.000))",0.015,0.01
395,"F[0,0]((LOS = 0.000 | y > 0.000))","F[0,0]((direct > 0.000 | y > 0.000))",0.246,0.02
396,"F[0,0]((GLUCOSE = 0.000 | Mort > 0.000))","F[0,0]((Mort > 0.000 | tte < 0.000))",0.308,0.02
397,"F[0,0]((GLUCOSE = 0.000 | tte > 0.000))","F[0,0]((direct > 0.000 | GLUCOSE < 0.000))",0.044,0.02
398,"F[0,0]((Pulse > 0.000 | LOS > 0.000))","F[0,0]((LOS > 0.000 | Pulse > 0.000))",0.123,0.01
399,"F[0,0]((ICU_Pt_Days = 0.000 | y > 0.000))","F[0,0]((direct > 0.000 | y > 0.000))",0.246,0.02
400,"F[0,0]((ALKALINE_PHOSPHATASE > 0.000 | Mort > 0.000))","F[0,0]((Mort > 0.000 | tte > 0.000))",0.308,0.01
401,"F[0,0]((CREATININE > 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | MET > 0.000))",0.231,0.01
402,"F[0,0]((LOS = 0.000 | MET > 0.000))","F[0,0]((death > 0.000 | LOS < 0.000))",0.067,0.01
403,"F[0,0]((LOS > 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | y > 0.000))",0.231,0.02
404,"F[0,0]((Temp < 0.000 | n_evts > 0.000))","F[0,0]((n_evts > 0.000 | Temp < 0.000))",0.338,0.01
405,"F[0,0]((ICU_Pt_Days = 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((ICU_Pt_Days < 0.000 | Mort > 0.000))",0.231,0.01
406,"F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | LOS < 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | Mort > 0.000))",0.333,0.02
407,"F[0,0]((Resp = 0.000 | death > 0.000))","F[0,0]((death > 0.000 | HEMOGLOBIN < 0.000))",0.231,0.01
408,"F[0,0]((tte > 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | tte < 0.000))",0.044,0.01
409,"F[0,0]((CALCIUM = 0.000 | y > 0.000))","F[0,0]((CALCIUM < 0.000 | y > 0.000))",0.246,0.01
410,"F[0,0]((O2_Flow = 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | MET > 0.000))",0.231,0.01
411,"F[0,0]((BLOOD_UREA_NITROGEN = 0.000 | tte > 0.000))","F[0,0]((BLOOD_UREA_NITROGEN < 0.000 | O2_Flow > 0.000))",0.022,0.01
412,"F[0,0]((Pulse > 0.000 | MET > 0.000))","F[0,0]((LOS > 0.000 | Pulse > 0.000))",0.062,0.01
413,"F[0,0]((tte = 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | ICU_Pt_Days > 0.000))",0.244,0.02
414,"F[0,0]((CALCIUM = 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((AF > 0.000 | ICU_Pt_Days < 0.000))",0.044,0.01
415,"F[0,0]((HEMOGLOBIN > 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | MET > 0.000))",0.231,0.01
416,"F[0,0]((Pulse > 0.000 | death > 0.000))","F[0,0]((death > 0.000 | tte < 0.000))",0.231,0.02
417,"F[0,0]((MET > 0.000 | ALKALINE_PHOSPHATASE > 0.000))","F[0,0]((MET > 0.000 | n_edrk < 0.000))",0.062,0.01
418,"F[0,0]((CALCIUM < 0.000 | tte < 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | tte < 0.000))",0.244,0.01
419,"F[0,0]((Temp < 0.000 | tte > 0.000))","F[0,0]((n_evts > 0.000 | Temp < 0.000))",0.022,0.01
420,"F[0,0]((tte = 0.000 | y > 0.000))","F[0,0]((direct > 0.000 | y > 0.000))",0.246,0.02
421,"F[0,0]((tte < 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | ICU_Pt_Days > 0.000))",0.244,0.02
422,"F[0,0]((Pulse > 0.000 | tte < 0.000))","F[0,0]((O2_Flow > 0.000 | tte < 0.000))",0.244,0.01
423,"F[0,0]((O2_Flow < 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | MET > 0.000))",0.231,0.01
424,"F[0,0]((CHLORIDE < 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((AF > 0.000 | ICU_Pt_Days < 0.000))",0.044,0.01
425,"F[0,0]((Temp = 0.000 | y > 0.000))","F[0,0]((CHLORIDE < 0.000 | y > 0.000))",0.246,0.01
426,"F[0,0]((O2_Flow > 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | y > 0.000))",0.231,0.02
427,"F[0,0]((Resp < 0.000 | n_evts > 0.000))","F[0,0]((n_edrk < 0.000 | n_evts > 0.000))",0.338,0.01
428,"F[0,0]((death > 0.000 | y > 0.000))","F[0,0]((death > 0.000 | y > 0.000))",0.246,0.01
429,"F[0,0]((y > 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | y > 0.000))",0.246,0.02
430,"F[0,0]((n_evts > 0.000 | MET > 0.000))","F[0,0]((MET > 0.000 | n_evts > 0.000))",0.338,0.01
431,"F[0,0]((O2_Flow < 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | tte < 0.000))",0.231,0.01
432,"F[0,0]((ICU_Pt_Days > 0.000 | LOS > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | n_evts > 0.000))",0.231,0.02
433,"F[0,0]((n_evts > 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | n_evts > 0.000))",0.338,0.02
434,"F[0,0]((tte < 0.000 | death > 0.000))","F[0,0]((death > 0.000 | tte < 0.000))",0.244,0.02
435,"F[0,0]((GLUCOSE = 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((direct > 0.000 | GLUCOSE < 0.000))",0.044,0.02
436,"F[0,0]((HEMOGLOBIN > 0.000 | Mort > 0.000))","F[0,0]((Mort > 0.000 | O2_Flow > 0.000))",0.308,0.01
437,"F[0,0]((O2_Flow < 0.000 | y > 0.000))","F[0,0]((hr > 0.000 | y > 0.000))",0.246,0.01
438,"F[0,0]((n_evts > 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | n_evts > 0.000))",0.338,0.02
439,"F[0,0]((tte = 0.000 | ALKALINE_PHOSPHATASE > 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | tte < 0.000))",0.244,0.01
440,"F[0,0]((ICU_Pt_Days = 0.000 | Mort > 0.000))","F[0,0]((ICU_Pt_Days < 0.000 | Mort > 0.000))",0.308,0.01
441,"F[0,0]((tte = 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((O2_Flow > 0.000 | tte < 0.000))",0.244,0.01
442,"F[0,0]((CHLORIDE < 0.000 | ALKALINE_PHOSPHATASE > 0.000))","F[0,0]((CHLORIDE < 0.000 | WHITE_BLOOD_CELL_COUNT > 0.000))",0.044,0.01
443,"F[0,0]((tte > 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((af > 0.000 | ICU_Pt_Days > 0.000))",0.231,0.01
444,"F[0,0]((ICU_Pt_Days < 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | ICU_Pt_Days > 0.000))",0.231,0.02
445,"F[0,0]((LOS > 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((LOS > 0.000 | Pulse > 0.000))",0.123,0.01
446,"F[0,0]((O2_Flow = 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((ICU_Pt_Days < 0.000 | Mort > 0.000))",0.044,0.01
447,"F[0,0]((tte < 0.000 | Mort > 0.000))","F[0,0]((Mort > 0.000 | n_evts > 0.000))",0.308,0.02
448,"F[0,0]((CREATININE > 0.000 | LOS < 0.000))","F[0,0]((death > 0.000 | LOS < 0.000))",0.067,0.01
449,"F[0,0]((LOS < 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((LOS < 0.000 | Mort > 0.000))",0.067,0.01
450,"F[0,0]((BLOOD_UREA_NITROGEN < 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | GLUCOSE < 0.000))",0.231,0.02
451,"F[0,0]((CHLORIDE = 0.000 | n_evts > 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | n_evts > 0.000))",0.338,0.01
452,"F[0,0]((MET > 0.000 | tte > 0.000))","F[0,0]((Mort > 0.000 | tte > 0.000))",0.062,0.01
453,"F[0,0]((GLUCOSE < 0.000 | n_evts > 0.000))","F[0,0]((death > 0.000 | n_evts > 0.000))",0.338,0.02
454,"F[0,0]((MET > 0.000 | n_evts > 0.000))","F[0,0]((MET > 0.000 | n_evts > 0.000))",0.338,0.01
455,"F[0,0]((ICU_Pt_Days > 0.000 | death > 0.000))","F[0,0]((death > 0.000 | ICU_Pt_Days > 0.000))",0.231,0.01
456,"F[0,0]((CHLORIDE < 0.000 | tte < 0.000))","F[0,0]((O2_Flow > 0.000 | tte < 0.000))",0.244,0.01
457,"F[0,0]((tte > 0.000 | death > 0.000))","F[0,0]((death > 0.000 | tte < 0.000))",0.231,0.02
458,"F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | Mort > 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | Mort > 0.000))",0.333,0.02
459,"F[0,0]((BLOOD_UREA_NITROGEN < 0.000 | Mort > 0.000))","F[0,0]((af > 0.000 | Mort > 0.000))",0.308,0.01
460,"F[0,0]((O2_Flow > 0.000 | y > 0.000))","F[0,0]((direct > 0.000 | y > 0.000))",0.246,0.02
461,"F[0,0]((CALCIUM < 0.000 | Mort > 0.000))","F[0,0]((Mort > 0.000 | tte > 0.000))",0.308,0.01
462,"F[0,0]((tte > 0.000 | n_evts > 0.000))","F[0,0]((n_evts > 0.000 | Temp < 0.000))",0.338,0.01
463,"F[0,0]((ICU_Pt_Days < 0.000 | n_evts > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | n_evts > 0.000))",0.338,0.02
464,"F[0,0]((ALKALINE_PHOSPHATASE > 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((AF > 0.000 | ICU_Pt_Days < 0.000))",0.044,0.01
465,"F[0,0]((ICU_Pt_Days > 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((AF > 0.000 | ICU_Pt_Days < 0.000))",0.231,0.01
466,"F[0,0]((CHLORIDE < 0.000 | LOS < 0.000))","F[0,0]((LOS < 0.000 | Mort > 0.000))",0.067,0.01
467,"F[0,0]((O2_Flow > 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | O2_Flow > 0.000))",0.231,0.01
468,"F[0,0]((y > 0.000 | death > 0.000))","F[0,0]((death > 0.000 | y > 0.000))",0.246,0.01
469,"F[0,0]((CALCIUM = 0.000 | n_evts > 0.000))","F[0,0]((n_evts > 0.000 | Temp < 0.000))",0.338,0.01
470,"F[0,0]((Resp = 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((AF > 0.000 | ICU_Pt_Days < 0.000))",0.044,0.01
471,"F[0,0]((tte < 0.000 | ALKALINE_PHOSPHATASE > 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | tte < 0.000))",0.244,0.01
472,"F[0,0]((Temp = 0.000 | ALKALINE_PHOSPHATASE > 0.000))","F[0,0]((n_evts > 0.000 | Temp < 0.000))",0.022,0.01
473,"F[0,0]((MET > 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((AF > 0.000 | ICU_Pt_Days < 0.000))",0.062,0.01
474,"F[0,0]((GLUCOSE < 0.000 | MET > 0.000))","F[0,0]((direct > 0.000 | GLUCOSE < 0.000))",0.062,0.02
475,"F[0,0]((O2_Flow = 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | tte < 0.000))",0.231,0.01
476,"F[0,0]((LOS < 0.000 | n_evts > 0.000))","F[0,0]((LOS < 0.000 | n_evts > 0.000))",0.338,0.01
477,"F[0,0]((death > 0.000 | MET > 0.000))","F[0,0]((death > 0.000 | LOS < 0.000))",0.231,0.01
478,"F[0,0]((LOS > 0.000 | Mort > 0.000))","F[0,0]((death > 0.000 | Mort > 0.000))",0.308,0.03
479,"F[0,0]((CALCIUM < 0.000 | LOS < 0.000))","F[0,0]((death > 0.000 | LOS < 0.000))",0.067,0.01
480,"F[0,0]((ICU_Pt_Days < 0.000 | death > 0.000))","F[0,0]((death > 0.000 | tte < 0.000))",0.231,0.02
