,Initial Rule Trees
4552,"G[?,?](direct <= ? | MET <= ?)"
4553,"(s24_edrk <= ?) U[?,?] (edrk >= ?)"
4554,"G[?,?](Pulse >= ? | CHLORIDE <= ?)"
4555,"G[?,?](Temp <= ? | SBP >= ?)"
4556,"G[?,?](POTASSIUM >= ? | hr <= ?)"
4557,"G[?,?](CREATININE >= ? -> direct <= ?)"
4558,"G[?,?](tte <= ? | SpO2 >= ?)"
4559,"(s8_hr <= ?) U[?,?] (LOS <= ?)"
4560,"(Temp >= ?) U[?,?] (ICU_Pt_Days <= ?)"
4561,"G[?,?](ICU_Pt_Days <= ? -> SBP >= ?)"
4562,"(GLUCOSE >= ?) U[?,?] (cosen <= ?)"
4563,"G[?,?](LOS <= ? -> n_evts <= ?)"
4564,"(MET <= ?) U[?,?] (MET >= ?)"
4565,"(n_evts >= ?) U[?,?] (O2_Flow <= ?)"
4566,"(s24_edrk <= ?) U[?,?] (Resp >= ?)"
4567,"G[?,?](GLUCOSE >= ? | ICU_Pt_Days >= ?)"
4568,"G[?,?](BLOOD_UREA_NITROGEN <= ? | PLATELET_COUNT <= ?)"
4569,"(af <= ?) U[?,?] (edrk <= ?)"
4570,"G[?,?](WHITE_BLOOD_CELL_COUNT <= ? | CALCIUM <= ?)"
4571,"(LOS >= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
4572,"G[?,?](Mort >= ? -> SBP >= ?)"
4573,"(y <= ?) U[?,?] (CALCIUM <= ?)"
4574,"G[?,?](Glasgow_Coma_Scale_Total >= ? | SODIUM <= ?)"
4575,"(af <= ?) U[?,?] (AF >= ?)"
4576,"G[?,?](ICU_Pt_Days <= ? -> tte >= ?)"
4577,"(O2_Flow <= ?) U[?,?] (Mort <= ?)"
4578,"(tte <= ?) U[?,?] (BLOOD_UREA_NITROGEN <= ?)"
4579,"(BLOOD_UREA_NITROGEN <= ?) U[?,?] (n_edrk >= ?)"
4580,"(WHITE_BLOOD_CELL_COUNT <= ?) U[?,?] (SBP <= ?)"
4581,"G[?,?](MET >= ? -> POTASSIUM >= ?)"
4582,"G[?,?](SBP >= ? -> CREATININE <= ?)"
4583,"(HEMOGLOBIN <= ?) U[?,?] (MET >= ?)"
4584,"G[?,?](death >= ? -> BLOOD_UREA_NITROGEN >= ?)"
4585,"G[?,?](BLOOD_UREA_NITROGEN <= ? | SpO2 >= ?)"
4586,"G[?,?](CALCIUM >= ? -> WHITE_BLOOD_CELL_COUNT <= ?)"
4587,"G[?,?](SBP <= ? & y <= ?)"
4588,"G[?,?](MAGNESIUM >= ? | direct >= ?)"
4589,"G[?,?](CHLORIDE >= ? | MAGNESIUM >= ?)"
4590,"(PLATELET_COUNT >= ?) U[?,?] (y >= ?)"
4591,"(lds <= ?) U[?,?] (SBP >= ?)"
4592,"G[?,?](Glasgow_Coma_Scale_Total >= ? | tte <= ?)"
4593,"F[?,?](O2_Flow >= ? | n_evts >= ?)"
4594,"(tte >= ?) U[?,?] (ICU_Pt_Days >= ?)"
4595,"G[?,?](CO2 <= ? -> Temp >= ?)"
4596,"(CALCIUM <= ?) U[?,?] (s24_edrk <= ?)"
4597,"G[?,?](MET <= ? -> MET >= ?)"
4598,"G[?,?](WHITE_BLOOD_CELL_COUNT <= ? -> CHLORIDE <= ?)"
4599,"(SpO2 <= ?) U[?,?] (MAGNESIUM >= ?)"
4600,"G[?,?](CREATININE >= ? | HEMOGLOBIN >= ?)"
4601,"(LOS >= ?) U[?,?] (lds <= ?)"
4602,"(Resp <= ?) U[?,?] (CALCIUM <= ?)"
4603,"(edrk <= ?) U[?,?] (af <= ?)"
4604,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (n_edrk >= ?)"
4605,"(n_edrk <= ?) U[?,?] (Resp >= ?)"
4606,"G[?,?](Mort <= ? | SpO2 <= ?)"
4607,"G[?,?](O2_Flow <= ? | ICU_Pt_Days >= ?)"
4608,"G[?,?](GLUCOSE >= ? | SODIUM <= ?)"
4609,"G[?,?](PHOSPHORUS <= ? | BLOOD_UREA_NITROGEN >= ?)"
4610,"(Mort >= ?) U[?,?] (n_edrk >= ?)"
4611,"(tte >= ?) U[?,?] (AF <= ?)"
4612,"(CREATININE <= ?) U[?,?] (cosen >= ?)"
4613,"G[?,?](Temp >= ? | PHOSPHORUS >= ?)"
4614,"(lds >= ?) U[?,?] (Temp <= ?)"
4615,"(hr <= ?) U[?,?] (SBP <= ?)"
4616,"G[?,?](s2_edrk <= ? -> direct <= ?)"
4617,"G[?,?](ICU_Pt_Days <= ? | death <= ?)"
4618,"G[?,?](MET <= ? & Glasgow_Coma_Scale_Total >= ?)"
4619,"G[?,?](n_evts <= ? -> n_evts <= ?)"
4620,"G[?,?](CREATININE >= ? | POTASSIUM <= ?)"
4621,"(Glasgow_Coma_Scale_Total >= ?) U[?,?] (death >= ?)"
4622,"(CHLORIDE <= ?) U[?,?] (death <= ?)"
4623,"G[?,?](ICU_Pt_Days <= ? & SpO2 >= ?)"
4624,"G[?,?](CHLORIDE <= ? -> BLOOD_UREA_NITROGEN >= ?)"
4625,"G[?,?](SODIUM >= ? -> y <= ?)"
4626,"G[?,?](PHOSPHORUS >= ? | CO2 <= ?)"
4627,"G[?,?](LOS >= ? -> Glasgow_Coma_Scale_Total >= ?)"
4628,"(Resp >= ?) U[?,?] (n_evts <= ?)"
4629,"G[?,?](hr <= ? -> LOS >= ?)"
4630,"G[?,?](PLATELET_COUNT >= ? | SBP >= ?)"
4631,"G[?,?](s24_hr <= ? | ICU_Pt_Days <= ?)"
4632,"G[?,?](O2_Flow >= ? | PHOSPHORUS >= ?)"
4633,"G[?,?](direct >= ? | direct <= ?)"
4634,"(s24_hr <= ?) U[?,?] (CO2 >= ?)"
4635,"G[?,?](HEMOGLOBIN <= ? -> direct >= ?)"
4636,"(n_evts >= ?) U[?,?] (CREATININE >= ?)"
4637,"(af <= ?) U[?,?] (SpO2 >= ?)"
4638,"(s24_hr <= ?) U[?,?] (n_evts >= ?)"
4639,"G[?,?](Resp >= ? | Resp >= ?)"
4640,"G[?,?](SODIUM >= ? | SpO2 >= ?)"
4641,"G[?,?](ICU_Pt_Days >= ? | Temp <= ?)"
4642,"G[?,?](WHITE_BLOOD_CELL_COUNT <= ? -> BLOOD_UREA_NITROGEN <= ?)"
4643,"G[?,?](WHITE_BLOOD_CELL_COUNT <= ? -> SBP <= ?)"
4644,"G[?,?](Glasgow_Coma_Scale_Total >= ? -> hr <= ?)"
4645,"G[?,?](s24_hr <= ? | Glasgow_Coma_Scale_Total >= ?)"
4646,"(MET <= ?) U[?,?] (y >= ?)"
4647,"G[?,?](O2_Flow <= ? | tte >= ?)"
4648,"(SpO2 >= ?) U[?,?] (tte >= ?)"
4649,"(cosen <= ?) U[?,?] (SBP >= ?)"
4650,"(CALCIUM <= ?) U[?,?] (Resp <= ?)"
4651,"(AF <= ?) U[?,?] (edrk <= ?)"
4652,"(Pulse <= ?) U[?,?] (SpO2 >= ?)"
4653,"G[?,?](Pulse >= ? -> MAGNESIUM >= ?)"
4654,"(O2_Flow >= ?) U[?,?] (SpO2 <= ?)"
4655,"G[?,?](BLOOD_UREA_NITROGEN >= ? -> Glasgow_Coma_Scale_Total >= ?)"
4656,"(cosen >= ?) U[?,?] (af >= ?)"
4657,"G[?,?](POTASSIUM >= ? | GLUCOSE >= ?)"
4658,"G[?,?](CO2 <= ? | s24_hr <= ?)"
4659,"(lds >= ?) U[?,?] (n_edrk >= ?)"
4660,"(GLUCOSE >= ?) U[?,?] (SBP >= ?)"
4661,"(s8_edrk >= ?) U[?,?] (Resp <= ?)"
4662,"G[?,?](Pulse >= ? & MET <= ?)"
4663,"G[?,?](CHLORIDE <= ? -> direct >= ?)"
4664,"G[?,?](BLOOD_UREA_NITROGEN <= ? -> y <= ?)"
4665,"G[?,?](n_evts >= ? | death <= ?)"
4666,"G[?,?](hr <= ? -> HEMOGLOBIN >= ?)"
4667,"(direct >= ?) U[?,?] (s8_edrk <= ?)"
4668,"(GLUCOSE >= ?) U[?,?] (death >= ?)"
4669,"(MET >= ?) U[?,?] (Resp >= ?)"
4670,"(SBP >= ?) U[?,?] (s24_hr <= ?)"
4671,"(n_evts >= ?) U[?,?] (hr <= ?)"
4672,"G[?,?](n_evts <= ? | n_evts <= ?)"
4673,"G[?,?](tte >= ? | Mort >= ?)"
4674,"G[?,?](MET <= ? -> PLATELET_COUNT <= ?)"
4675,"G[?,?](CHLORIDE >= ? | MET >= ?)"
4676,"G[?,?](tte >= ? -> O2_Flow >= ?)"
4677,"G[?,?](y <= ? | PHOSPHORUS >= ?)"
4678,"G[?,?](CALCIUM >= ? -> SBP <= ?)"
4679,"F[?,?](LOS >= ? & CREATININE >= ?)"
4680,"(CALCIUM >= ?) U[?,?] (s24_edrk <= ?)"
4681,"G[?,?](PLATELET_COUNT <= ? -> n_evts <= ?)"
4682,"(n_edrk >= ?) U[?,?] (direct >= ?)"
4683,"(death >= ?) U[?,?] (n_edrk >= ?)"
4684,"(direct <= ?) U[?,?] (HEMOGLOBIN <= ?)"
4685,"(direct <= ?) U[?,?] (hr <= ?)"
4686,"G[?,?](MAGNESIUM >= ? | MET <= ?)"
4687,"G[?,?](SpO2 <= ? | n_evts <= ?)"
4688,"G[?,?](tte >= ? -> Temp >= ?)"
4689,"(lds <= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
4690,"F[?,?](Pulse >= ? & O2_Flow >= ?)"
4691,"(AF >= ?) U[?,?] (LOS <= ?)"
4692,"G[?,?](hr <= ? | GLUCOSE >= ?)"
4693,"(dfa >= ?) U[?,?] (hr <= ?)"
4694,"(lds <= ?) U[?,?] (SpO2 <= ?)"
4695,"G[?,?](ICU_Pt_Days >= ? -> SBP >= ?)"
4696,"(lds >= ?) U[?,?] (CALCIUM <= ?)"
4697,"G[?,?](death >= ? | ICU_Pt_Days <= ?)"
4698,"(O2_Flow <= ?) U[?,?] (CALCIUM >= ?)"
4699,"G[?,?](death >= ? | POTASSIUM >= ?)"
4700,"(s24_edrk >= ?) U[?,?] (LOS >= ?)"
4701,"G[?,?](MET >= ? | SBP <= ?)"
4702,"G[?,?](direct >= ? -> O2_Flow <= ?)"
4703,"(s24_hr <= ?) U[?,?] (HEMOGLOBIN <= ?)"
4704,"(WHITE_BLOOD_CELL_COUNT <= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT <= ?)"
4705,"G[?,?](n_evts <= ? | Resp >= ?)"
4706,"G[?,?](Temp >= ? -> tte >= ?)"
4707,"G[?,?](HEMOGLOBIN >= ? | O2_Flow >= ?)"
4708,"G[?,?](MET >= ? -> n_evts <= ?)"
4709,"G[?,?](n_evts <= ? | LOS >= ?)"
4710,"G[?,?](Mort >= ? -> LOS >= ?)"
4711,"G[?,?](Glasgow_Coma_Scale_Total >= ? -> Pulse >= ?)"
4712,"G[?,?](tte >= ? -> CREATININE >= ?)"
4713,"(Mort >= ?) U[?,?] (CREATININE >= ?)"
4714,"(CALCIUM >= ?) U[?,?] (y >= ?)"
4715,"(s24_edrk >= ?) U[?,?] (CALCIUM >= ?)"
4716,"G[?,?](SODIUM >= ? | Glasgow_Coma_Scale_Total <= ?)"
4717,"(Temp <= ?) U[?,?] (Pulse >= ?)"
4718,"(dfa <= ?) U[?,?] (AF >= ?)"
4719,"G[?,?](PLATELET_COUNT >= ? -> BLOOD_UREA_NITROGEN >= ?)"
4720,"(death <= ?) U[?,?] (s8_edrk <= ?)"
4721,"G[?,?](CO2 <= ? -> ICU_Pt_Days <= ?)"
4722,"(n_evts <= ?) U[?,?] (CREATININE >= ?)"
4723,"(SpO2 >= ?) U[?,?] (GLUCOSE >= ?)"
4724,"G[?,?](GLUCOSE >= ? -> MET <= ?)"
4725,"(O2_Flow <= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
4726,"(n_evts <= ?) U[?,?] (n_evts <= ?)"
4727,"G[?,?](O2_Flow <= ? & MET <= ?)"
4728,"(CALCIUM >= ?) U[?,?] (n_edrk <= ?)"
4729,"(CALCIUM <= ?) U[?,?] (dfa <= ?)"
4730,"G[?,?](Glasgow_Coma_Scale_Total <= ? -> Pulse >= ?)"
4731,"(PLATELET_COUNT >= ?) U[?,?] (SBP >= ?)"
4732,"(y <= ?) U[?,?] (BLOOD_UREA_NITROGEN <= ?)"
4733,"G[?,?](SBP <= ? | SBP >= ?)"
4734,"G[?,?](Pulse >= ? | SODIUM >= ?)"
4735,"G[?,?](SODIUM <= ? | s24_hr <= ?)"
4736,"(dfa <= ?) U[?,?] (Pulse >= ?)"
4737,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (MET >= ?)"
4738,"G[?,?](Pulse <= ? | hr <= ?)"
4739,"(O2_Flow <= ?) U[?,?] (CALCIUM <= ?)"
4740,"G[?,?](Temp <= ? | CO2 >= ?)"
4741,"G[?,?](SODIUM >= ? -> tte >= ?)"
4742,"(edrk <= ?) U[?,?] (n_edrk <= ?)"
4743,"G[?,?](CREATININE >= ? -> GLUCOSE <= ?)"
4744,"(GLUCOSE >= ?) U[?,?] (O2_Flow <= ?)"
4745,"G[?,?](WHITE_BLOOD_CELL_COUNT <= ? -> PLATELET_COUNT <= ?)"
4746,"(Resp <= ?) U[?,?] (edrk >= ?)"
4747,"G[?,?](tte >= ? -> BLOOD_UREA_NITROGEN >= ?)"
4748,"G[?,?](GLUCOSE <= ? | SODIUM >= ?)"
4749,"G[?,?](tte >= ? & Pulse <= ?)"
4750,"(lds >= ?) U[?,?] (ICU_Pt_Days >= ?)"
4751,"G[?,?](CREATININE >= ? -> Pulse <= ?)"
4752,"G[?,?](SBP >= ? -> O2_Flow <= ?)"
4753,"(tte >= ?) U[?,?] (direct <= ?)"
4754,"(n_edrk <= ?) U[?,?] (hr >= ?)"
4755,"(ICU_Pt_Days >= ?) U[?,?] (Temp >= ?)"
4756,"G[?,?](CALCIUM <= ? -> MET <= ?)"
4757,"(MET <= ?) U[?,?] (lds >= ?)"
4758,"G[?,?](SODIUM >= ? | POTASSIUM >= ?)"
4759,"(death <= ?) U[?,?] (PLATELET_COUNT >= ?)"
4760,"(Mort <= ?) U[?,?] (s24_edrk <= ?)"
4761,"G[?,?](HEMOGLOBIN >= ? -> y <= ?)"
4762,"(death >= ?) U[?,?] (direct >= ?)"
4763,"G[?,?](PHOSPHORUS <= ? -> CREATININE >= ?)"
4764,"G[?,?](SODIUM <= ? -> MAGNESIUM >= ?)"
4765,"(hr >= ?) U[?,?] (death >= ?)"
4766,"G[?,?](HEMOGLOBIN <= ? -> POTASSIUM >= ?)"
4767,"G[?,?](hr <= ? -> MET <= ?)"
4768,"(s24_edrk <= ?) U[?,?] (SBP >= ?)"
4769,"G[?,?](hr <= ? | Glasgow_Coma_Scale_Total <= ?)"
4770,"G[?,?](PLATELET_COUNT >= ? -> CHLORIDE <= ?)"
4771,"(CREATININE <= ?) U[?,?] (O2_Flow <= ?)"
4772,"(HEMOGLOBIN <= ?) U[?,?] (tte <= ?)"
4773,"(s24_edrk >= ?) U[?,?] (s8_edrk >= ?)"
4774,"G[?,?](BLOOD_UREA_NITROGEN <= ? -> CHLORIDE <= ?)"
4775,"(n_edrk <= ?) U[?,?] (n_evts <= ?)"
4776,"G[?,?](HEMOGLOBIN >= ? -> CHLORIDE <= ?)"
4777,"G[?,?](GLUCOSE <= ? | y <= ?)"
4778,"G[?,?](SODIUM <= ? -> ICU_Pt_Days >= ?)"
4779,"(HEMOGLOBIN <= ?) U[?,?] (srr <= ?)"
4780,"(CHLORIDE <= ?) U[?,?] (GLUCOSE >= ?)"
4781,"G[?,?](SBP >= ? -> GLUCOSE <= ?)"
4782,"(s8_edrk >= ?) U[?,?] (s24_edrk <= ?)"
4783,"G[?,?](SpO2 <= ? | Resp <= ?)"
4784,"(af <= ?) U[?,?] (HEMOGLOBIN >= ?)"
4785,"(CALCIUM <= ?) U[?,?] (CREATININE <= ?)"
4786,"G[?,?](Glasgow_Coma_Scale_Total <= ? -> n_evts >= ?)"
4787,"(MET >= ?) U[?,?] (death <= ?)"
4788,"G[?,?](MET >= ? | ICU_Pt_Days <= ?)"
4789,"G[?,?](PLATELET_COUNT <= ? | SODIUM >= ?)"
4790,"(SBP >= ?) U[?,?] (s8_hr <= ?)"
4791,"(CHLORIDE <= ?) U[?,?] (Mort <= ?)"
4792,"G[?,?](SpO2 >= ? -> death >= ?)"
4793,"(cosen <= ?) U[?,?] (direct >= ?)"
4794,"G[?,?](s8_hr <= ? | MAGNESIUM >= ?)"
4795,"G[?,?](O2_Flow >= ? -> CHLORIDE <= ?)"
4796,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (dfa >= ?)"
4797,"(lds >= ?) U[?,?] (death <= ?)"
4798,"G[?,?](WHITE_BLOOD_CELL_COUNT <= ? | SBP <= ?)"
4799,"G[?,?](y <= ? & Glasgow_Coma_Scale_Total >= ?)"
4800,"G[?,?](POTASSIUM >= ? | death <= ?)"
4801,"G[?,?](Pulse >= ? | Temp <= ?)"
4802,"(n_evts >= ?) U[?,?] (s24_hr <= ?)"
4803,"(dfa >= ?) U[?,?] (HEMOGLOBIN >= ?)"
4804,"G[?,?](n_evts >= ? | direct <= ?)"
4805,"G[?,?](n_evts >= ? -> CHLORIDE <= ?)"
4806,"(CALCIUM >= ?) U[?,?] (n_evts <= ?)"
4807,"F[?,?](n_evts >= ? & LOS >= ?)"
4808,"G[?,?](Glasgow_Coma_Scale_Total >= ? -> SBP >= ?)"
4809,"G[?,?](O2_Flow >= ? | CALCIUM <= ?)"
4810,"G[?,?](SpO2 <= ? -> n_edrk <= ?)"
4811,"G[?,?](O2_Flow <= ? -> GLUCOSE <= ?)"
4812,"G[?,?](tte >= ? | CHLORIDE >= ?)"
4813,"(direct >= ?) U[?,?] (s24_edrk <= ?)"
4814,"(O2_Flow <= ?) U[?,?] (Mort >= ?)"
4815,"G[?,?](ICU_Pt_Days <= ? | CHLORIDE <= ?)"
4816,"G[?,?](WHITE_BLOOD_CELL_COUNT <= ? | MET >= ?)"
4817,"G[?,?](ICU_Pt_Days >= ? -> MET >= ?)"
4818,"F[?,?](O2_Flow >= ? | death >= ?)"
4819,"(SpO2 >= ?) U[?,?] (MAGNESIUM >= ?)"
4820,"G[?,?](direct <= ? -> CALCIUM <= ?)"
4821,"(GLUCOSE >= ?) U[?,?] (n_edrk <= ?)"
4822,"G[?,?](Resp <= ? -> s24_hr <= ?)"
4823,"(Resp <= ?) U[?,?] (direct >= ?)"
4824,"(y >= ?) U[?,?] (HEMOGLOBIN >= ?)"
4825,"(CREATININE >= ?) U[?,?] (s8_edrk <= ?)"
4826,"G[?,?](n_edrk <= ? | POTASSIUM >= ?)"
4827,"(direct >= ?) U[?,?] (AF <= ?)"
4828,"G[?,?](LOS <= ? | y <= ?)"
4829,"(dfa >= ?) U[?,?] (ICU_Pt_Days <= ?)"
4830,"G[?,?](Mort <= ? -> SODIUM >= ?)"
4831,"(s24_edrk >= ?) U[?,?] (cosen >= ?)"
4832,"G[?,?](s24_hr <= ? | Mort <= ?)"
4833,"(Pulse >= ?) U[?,?] (Mort >= ?)"
4834,"(lds <= ?) U[?,?] (SBP <= ?)"
4835,"(direct >= ?) U[?,?] (CREATININE >= ?)"
4836,"(LOS >= ?) U[?,?] (MET <= ?)"
4837,"(death <= ?) U[?,?] (PHOSPHORUS >= ?)"
4838,"G[?,?](n_evts <= ? -> SBP >= ?)"
4839,"G[?,?](CO2 <= ? -> Pulse >= ?)"
4840,"G[?,?](Glasgow_Coma_Scale_Total >= ? -> SODIUM >= ?)"
4841,"G[?,?](n_evts <= ? -> GLUCOSE <= ?)"
4842,"(Pulse >= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
4843,"(O2_Flow >= ?) U[?,?] (tte <= ?)"
4844,"(n_edrk <= ?) U[?,?] (HEMOGLOBIN >= ?)"
4845,"G[?,?](Mort <= ? -> LOS <= ?)"
4846,"G[?,?](CO2 <= ? -> Temp <= ?)"
4847,"G[?,?](Mort <= ? -> CALCIUM >= ?)"
4848,"G[?,?](Glasgow_Coma_Scale_Total <= ? | n_evts >= ?)"
4849,"G[?,?](O2_Flow >= ? -> Temp >= ?)"
4850,"(MET <= ?) U[?,?] (Mort >= ?)"
4851,"(ICU_Pt_Days >= ?) U[?,?] (CREATININE >= ?)"
4852,"(CO2 >= ?) U[?,?] (lds >= ?)"
4853,"G[?,?](direct >= ? | tte <= ?)"
4854,"G[?,?](LOS >= ? -> direct <= ?)"
4855,"G[?,?](CREATININE <= ? -> Resp >= ?)"
4856,"G[?,?](SBP >= ? | n_evts <= ?)"
4857,"(Pulse <= ?) U[?,?] (GLUCOSE >= ?)"
4858,"G[?,?](tte >= ? | Temp <= ?)"
4859,"G[?,?](CREATININE >= ? | POTASSIUM >= ?)"
4860,"G[?,?](death >= ? -> n_evts >= ?)"
4861,"(Mort >= ?) U[?,?] (Pulse >= ?)"
4862,"G[?,?](HEMOGLOBIN >= ? -> CALCIUM >= ?)"
4863,"(lds >= ?) U[?,?] (s24_edrk >= ?)"
4864,"G[?,?](MET <= ? -> tte >= ?)"
4865,"(O2_Flow >= ?) U[?,?] (CO2 >= ?)"
4866,"G[?,?](direct >= ? | direct >= ?)"
4867,"(Pulse <= ?) U[?,?] (s8_edrk >= ?)"
4868,"(cosen <= ?) U[?,?] (MAGNESIUM >= ?)"
4869,"G[?,?](n_edrk <= ? | GLUCOSE <= ?)"
4870,"G[?,?](PLATELET_COUNT <= ? -> SBP <= ?)"
4871,"G[?,?](LOS <= ? -> CALCIUM <= ?)"
4872,"F[?,?](tte <= ? & n_evts >= ?)"
4873,"G[?,?](SODIUM <= ? -> Glasgow_Coma_Scale_Total >= ?)"
4874,"G[?,?](GLUCOSE <= ? | s8_hr <= ?)"
4875,"(y >= ?) U[?,?] (CHLORIDE <= ?)"
4876,"G[?,?](WHITE_BLOOD_CELL_COUNT <= ? | tte <= ?)"
4877,"(Mort <= ?) U[?,?] (BLOOD_UREA_NITROGEN <= ?)"
4878,"(edrk <= ?) U[?,?] (y >= ?)"
4879,"F[?,?](Glasgow_Coma_Scale_Total <= ? & SBP >= ?)"
4880,"(O2_Flow <= ?) U[?,?] (s24_edrk >= ?)"
4881,"(lds >= ?) U[?,?] (MET >= ?)"
4882,"G[?,?](SBP >= ? | Mort >= ?)"
4883,"G[?,?](PHOSPHORUS <= ? | BLOOD_UREA_NITROGEN <= ?)"
4884,"G[?,?](MAGNESIUM >= ? -> Temp <= ?)"
4885,"G[?,?](Resp <= ? | LOS >= ?)"
4886,"G[?,?](Resp >= ? | POTASSIUM >= ?)"
4887,"G[?,?](Pulse <= ? | O2_Flow <= ?)"
4888,"G[?,?](hr <= ? -> PLATELET_COUNT <= ?)"
4889,"G[?,?](direct >= ? | CO2 <= ?)"
4890,"G[?,?](MET >= ? -> CHLORIDE <= ?)"
4891,"(dfa >= ?) U[?,?] (lds >= ?)"
4892,"G[?,?](GLUCOSE >= ? -> LOS <= ?)"
4893,"(HEMOGLOBIN >= ?) U[?,?] (hr >= ?)"
4894,"G[?,?](HEMOGLOBIN >= ? -> Mort >= ?)"
4895,"G[?,?](POTASSIUM >= ? | CHLORIDE <= ?)"
4896,"G[?,?](s2_edrk <= ? -> MET >= ?)"
4897,"G[?,?](Resp <= ? | O2_Flow <= ?)"
4898,"G[?,?](y >= ? | s8_hr <= ?)"
4899,"(s24_edrk <= ?) U[?,?] (direct >= ?)"
4900,"(LOS >= ?) U[?,?] (edrk >= ?)"
4901,"G[?,?](n_evts <= ? & Temp >= ?)"
4902,"(CALCIUM <= ?) U[?,?] (SBP >= ?)"
4903,"G[?,?](s8_hr >= ? | direct >= ?)"
4904,"G[?,?](LOS >= ? | tte <= ?)"
4905,"(af <= ?) U[?,?] (direct <= ?)"
4906,"G[?,?](CO2 <= ? | LOS >= ?)"
4907,"(O2_Flow <= ?) U[?,?] (CO2 >= ?)"
4908,"(af >= ?) U[?,?] (s8_edrk >= ?)"
4909,"G[?,?](CREATININE >= ? | tte <= ?)"
4910,"(cosen <= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
4911,"G[?,?](SBP >= ? | y <= ?)"
4912,"G[?,?](CREATININE >= ? -> CREATININE >= ?)"
4913,"(GLUCOSE >= ?) U[?,?] (tte <= ?)"
4914,"G[?,?](LOS >= ? -> Temp <= ?)"
4915,"G[?,?](SBP >= ? | direct <= ?)"
4916,"G[?,?](CO2 >= ? | POTASSIUM >= ?)"
4917,"G[?,?](O2_Flow >= ? | O2_Flow <= ?)"
4918,"(O2_Flow >= ?) U[?,?] (direct <= ?)"
4919,"(n_edrk <= ?) U[?,?] (SpO2 >= ?)"
4920,"G[?,?](s2_edrk <= ? -> O2_Flow <= ?)"
4921,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (tte <= ?)"
4922,"G[?,?](BLOOD_UREA_NITROGEN >= ? | direct >= ?)"
4923,"(Temp <= ?) U[?,?] (s24_hr <= ?)"
4924,"(CREATININE <= ?) U[?,?] (edrk <= ?)"
4925,"(AF <= ?) U[?,?] (hr >= ?)"
4926,"G[?,?](PLATELET_COUNT >= ? -> CALCIUM <= ?)"
4927,"G[?,?](Mort <= ? | s24_hr <= ?)"
4928,"G[?,?](direct <= ? | CO2 >= ?)"
4929,"(CREATININE <= ?) U[?,?] (s24_hr <= ?)"
4930,"G[?,?](y >= ? | hr <= ?)"
4931,"G[?,?](Resp <= ? | LOS <= ?)"
4932,"G[?,?](Temp >= ? | SBP >= ?)"
4933,"(s8_edrk >= ?) U[?,?] (cosen <= ?)"
4934,"(n_edrk <= ?) U[?,?] (PLATELET_COUNT >= ?)"
4935,"(s8_edrk <= ?) U[?,?] (edrk <= ?)"
4936,"(n_evts <= ?) U[?,?] (SBP <= ?)"
4937,"G[?,?](PLATELET_COUNT >= ? | direct <= ?)"
4938,"G[?,?](PLATELET_COUNT <= ? | CHLORIDE <= ?)"
4939,"(direct >= ?) U[?,?] (MET <= ?)"
4940,"G[?,?](Resp >= ? -> HEMOGLOBIN >= ?)"
4941,"G[?,?](Temp <= ? -> ICU_Pt_Days >= ?)"
4942,"(Resp <= ?) U[?,?] (LOS >= ?)"
4943,"G[?,?](PHOSPHORUS <= ? -> SpO2 <= ?)"
4944,"(edrk >= ?) U[?,?] (af >= ?)"
4945,"G[?,?](CO2 >= ? | GLUCOSE <= ?)"
4946,"(n_edrk >= ?) U[?,?] (PLATELET_COUNT >= ?)"
4947,"G[?,?](MAGNESIUM >= ? | BLOOD_UREA_NITROGEN <= ?)"
4948,"(af >= ?) U[?,?] (direct >= ?)"
4949,"G[?,?](SpO2 >= ? | death >= ?)"
4950,"G[?,?](Resp <= ? -> CREATININE >= ?)"
4951,"(HEMOGLOBIN <= ?) U[?,?] (y <= ?)"
4952,"(lds >= ?) U[?,?] (LOS <= ?)"
4953,"(lds >= ?) U[?,?] (edrk <= ?)"
4954,"G[?,?](CHLORIDE >= ? | PLATELET_COUNT <= ?)"
4955,"(dfa >= ?) U[?,?] (tte <= ?)"
4956,"F[?,?](ICU_Pt_Days >= ? & n_evts >= ?)"
4957,"(s8_hr <= ?) U[?,?] (tte <= ?)"
4958,"G[?,?](PHOSPHORUS <= ? | CHLORIDE <= ?)"
4959,"G[?,?](Temp <= ? -> CREATININE <= ?)"
4960,"(ICU_Pt_Days >= ?) U[?,?] (cosen <= ?)"
4961,"G[?,?](CO2 >= ? | s8_hr <= ?)"
4962,"(tte >= ?) U[?,?] (dfa >= ?)"
4963,"(SpO2 >= ?) U[?,?] (death >= ?)"
4964,"(tte >= ?) U[?,?] (lds >= ?)"
4965,"G[?,?](PLATELET_COUNT >= ? -> O2_Flow >= ?)"
4966,"(dfa >= ?) U[?,?] (s8_hr <= ?)"
