,Missed Client Rules
754,"G[0,0]((death <= 0.000 -> tte >= 0.000))"
755,"G[0,0]((death <= 0.000 | LOS >= 0.000))"
756,"G[0,0]((death <= 0.000 | Pulse >= 0.000))"
757,"G[0,0]((death <= 0.000 | tte >= 0.000))"
758,"G[0,0]((death >= 0.000 -> Glasgow_Coma_Scale_Total <= 0.000))"
759,"G[0,0]((death >= 0.000 -> Mort <= 0.000))"
760,"G[0,0]((death >= 0.000 -> edrk <= 0.000))"
761,"G[0,0]((death >= 0.000 -> n_evts >= 0.000))"
762,"G[0,0]((death >= 0.000 -> s8_edrk >= 0.000))"
763,"G[0,0]((death >= 0.000 -> srr <= 0.000))"
764,"G[0,0]((death >= 0.000 -> tte <= 0.000))"
765,"G[0,0]((death >= 0.000 | Glasgow_Coma_Scale_Total >= 0.000))"
766,"G[0,0]((death >= 0.000 | Resp <= 0.000))"
767,"G[0,0]((death >= 0.000 | SBP <= 0.000))"
768,"G[0,0]((death >= 0.000 | s2_edrk >= 0.000))"
769,"G[0,0]((dfa <= 0.000 -> srr <= 0.000))"
770,"G[0,0]((dfa <= 0.000 | s8_edrk <= 0.000))"
771,"G[0,0]((dfa >= 0.000 & LOS >= 0.000))"
772,"G[0,0]((dfa >= 0.000 -> SpO2 >= 0.000))"
773,"G[0,0]((dfa >= 0.000 -> n_evts <= 0.000))"
774,"G[0,0]((dfa >= 0.000 -> s24_edrk >= 0.000))"
775,"G[0,0]((direct <= 0.000 & LOS <= 0.000))"
776,"G[0,0]((direct <= 0.000 & Resp <= 0.000))"
777,"G[0,0]((direct <= 0.000 & WHITE_BLOOD_CELL_COUNT >= 0.000))"
778,"G[0,0]((direct <= 0.000 & edrk <= 0.000))"
779,"G[0,0]((direct <= 0.000 & n_edrk >= 0.000))"
780,"G[0,0]((direct <= 0.000 & s24_edrk >= 0.000))"
781,"G[0,0]((direct <= 0.000 -> ICU_Pt_Days <= 0.000))"
782,"G[0,0]((direct <= 0.000 -> LOS >= 0.000))"
783,"G[0,0]((direct <= 0.000 -> Pulse <= 0.000))"
784,"G[0,0]((direct <= 0.000 -> Temp <= 0.000))"
785,"G[0,0]((direct <= 0.000 -> y <= 0.000))"
786,"G[0,0]((direct <= 0.000 | LOS <= 0.000))"
787,"G[0,0]((direct <= 0.000 | O2_Flow >= 0.000))"
788,"G[0,0]((direct <= 0.000 | SODIUM <= 0.000))"
789,"G[0,0]((direct <= 0.000 | SpO2 <= 0.000))"
790,"G[0,0]((direct <= 0.000 | Temp <= 0.000))"
791,"G[0,0]((direct <= 0.000 | Temp >= 0.000))"
792,"G[0,0]((direct <= 0.000 | lds <= 0.000))"
793,"G[0,0]((direct <= 0.000 | y <= 0.000))"
794,"G[0,0]((direct >= 0.000 -> HEMOGLOBIN >= 0.000))"
795,"G[0,0]((direct >= 0.000 -> LOS <= 0.000))"
796,"G[0,0]((direct >= 0.000 -> PHOSPHORUS >= 0.000))"
797,"G[0,0]((direct >= 0.000 -> SpO2 <= 0.000))"
798,"G[0,0]((direct >= 0.000 -> hr <= 0.000))"
799,"G[0,0]((direct >= 0.000 -> hr >= 0.000))"
800,"G[0,0]((direct >= 0.000 -> n_edrk >= 0.000))"
801,"G[0,0]((direct >= 0.000 -> tte >= 0.000))"
802,"G[0,0]((direct >= 0.000 | Glasgow_Coma_Scale_Total >= 0.000))"
803,"G[0,0]((direct >= 0.000 | hr <= 0.000))"
804,"G[0,0]((direct >= 0.000 | n_edrk >= 0.000))"
805,"G[0,0]((direct >= 0.000 | tte >= 0.000))"
806,"G[0,0]((edrk <= 0.000 -> ICU_Pt_Days <= 0.000))"
807,"G[0,0]((edrk <= 0.000 | GLUCOSE <= 0.000))"
808,"G[0,0]((edrk <= 0.000 | Glasgow_Coma_Scale_Total <= 0.000))"
809,"G[0,0]((edrk <= 0.000 | MET <= 0.000))"
810,"G[0,0]((edrk <= 0.000 | n_evts >= 0.000))"
811,"G[0,0]((edrk <= 0.000 | s8_hr <= 0.000))"
812,"G[0,0]((edrk >= 0.000 & s24_edrk >= 0.000))"
813,"G[0,0]((edrk >= 0.000 -> LOS >= 0.000))"
814,"G[0,0]((edrk >= 0.000 -> MET <= 0.000))"
815,"G[0,0]((edrk >= 0.000 -> Mort <= 0.000))"
816,"G[0,0]((edrk >= 0.000 -> s8_edrk >= 0.000))"
817,"G[0,0]((edrk >= 0.000 | SODIUM >= 0.000))"
818,"G[0,0]((hr <= 0.000 & ICU_Pt_Days <= 0.000))"
819,"G[0,0]((hr <= 0.000 & Mort <= 0.000))"
820,"G[0,0]((hr <= 0.000 & Resp >= 0.000))"
821,"G[0,0]((hr <= 0.000 & Temp <= 0.000))"
822,"G[0,0]((hr <= 0.000 & n_evts <= 0.000))"
823,"G[0,0]((hr <= 0.000 & s24_hr >= 0.000))"
824,"G[0,0]((hr <= 0.000 & s8_hr >= 0.000))"
825,"G[0,0]((hr <= 0.000 & tte >= 0.000))"
826,"G[0,0]((hr <= 0.000 -> O2_Flow <= 0.000))"
827,"G[0,0]((hr <= 0.000 -> y <= 0.000))"
828,"G[0,0]((hr <= 0.000 | MET >= 0.000))"
829,"G[0,0]((hr <= 0.000 | PHOSPHORUS >= 0.000))"
830,"G[0,0]((hr <= 0.000 | n_evts <= 0.000))"
831,"G[0,0]((hr >= 0.000 & Pulse >= 0.000))"
832,"G[0,0]((hr >= 0.000 -> Resp >= 0.000))"
833,"G[0,0]((hr >= 0.000 -> n_edrk >= 0.000))"
834,"G[0,0]((hr >= 0.000 -> s24_hr <= 0.000))"
835,"G[0,0]((hr >= 0.000 | MAGNESIUM >= 0.000))"
836,"G[0,0]((hr >= 0.000 | y <= 0.000))"
837,"G[0,0]((lds <= 0.000 & y <= 0.000))"
838,"G[0,0]((lds <= 0.000 -> Mort <= 0.000))"
839,"G[0,0]((lds <= 0.000 -> Pulse <= 0.000))"
840,"G[0,0]((lds <= 0.000 | n_edrk >= 0.000))"
841,"G[0,0]((lds >= 0.000 -> y <= 0.000))"
842,"G[0,0]((lds >= 0.000 | LOS >= 0.000))"
843,"G[0,0]((n_edrk <= 0.000 -> PHOSPHORUS <= 0.000))"
844,"G[0,0]((n_edrk <= 0.000 -> POTASSIUM >= 0.000))"
845,"G[0,0]((n_edrk <= 0.000 -> WHITE_BLOOD_CELL_COUNT <= 0.000))"
846,"G[0,0]((n_edrk <= 0.000 -> WHITE_BLOOD_CELL_COUNT >= 0.000))"
847,"G[0,0]((n_edrk <= 0.000 | PLATELET_COUNT >= 0.000))"
848,"G[0,0]((n_edrk <= 0.000 | Pulse <= 0.000))"
849,"G[0,0]((n_edrk <= 0.000 | tte >= 0.000))"
850,"G[0,0]((n_edrk <= 0.000 | y <= 0.000))"
851,"G[0,0]((n_edrk >= 0.000 & SpO2 >= 0.000))"
852,"G[0,0]((n_edrk >= 0.000 -> n_evts <= 0.000))"
853,"G[0,0]((n_edrk >= 0.000 | SBP >= 0.000))"
854,"G[0,0]((n_evts <= 0.000 & O2_Flow <= 0.000))"
855,"G[0,0]((n_evts <= 0.000 & Temp >= 0.000))"
856,"G[0,0]((n_evts <= 0.000 -> Resp >= 0.000))"
857,"G[0,0]((n_evts <= 0.000 | O2_Flow >= 0.000))"
858,"G[0,0]((n_evts <= 0.000 | POTASSIUM >= 0.000))"
859,"G[0,0]((n_evts <= 0.000 | SODIUM <= 0.000))"
860,"G[0,0]((n_evts <= 0.000 | WHITE_BLOOD_CELL_COUNT <= 0.000))"
861,"G[0,0]((n_evts <= 0.000 | y <= 0.000))"
862,"G[0,0]((n_evts >= 0.000 -> PLATELET_COUNT <= 0.000))"
863,"G[0,0]((n_evts >= 0.000 -> Pulse >= 0.000))"
864,"G[0,0]((n_evts >= 0.000 -> SBP <= 0.000))"
865,"G[0,0]((n_evts >= 0.000 -> WHITE_BLOOD_CELL_COUNT >= 0.000))"
866,"G[0,0]((n_evts >= 0.000 -> srr >= 0.000))"
867,"G[0,0]((n_evts >= 0.000 -> y <= 0.000))"
868,"G[0,0]((n_evts >= 0.000 | SBP <= 0.000))"
869,"G[0,0]((s24_edrk <= 0.000 -> s2_edrk <= 0.000))"
870,"G[0,0]((s24_edrk <= 0.000 | s2_edrk <= 0.000))"
871,"G[0,0]((s24_edrk <= 0.000 | s2_edrk >= 0.000))"
872,"G[0,0]((s24_edrk <= 0.000 | s8_edrk <= 0.000))"
873,"G[0,0]((s24_hr <= 0.000 | s2_hr <= 0.000))"
874,"G[0,0]((s2_edrk <= 0.000 | s8_edrk <= 0.000))"
875,"G[0,0]((s2_hr >= 0.000 | s8_hr >= 0.000))"
876,"G[0,0]((s8_hr >= 0.000 -> Temp <= 0.000))"
877,"G[0,0]((s8_hr >= 0.000 | y >= 0.000))"
